Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$440.00,27/02/2021,Noida,Fintech,Series D,https://inc42.com/buzz/funding-galore-from-innovaccer-to-zomato-440-mn-raised-by-indian-startups-february-22-27/,Tiger Global;OMERS Growth Equity;Dragoneer;B Capital Group;Mubadala Capital;M12 (Microsoft’s venture fund)
Forge,$20.00,02/03/2021,Mumbai,General,Series A,https://inc42.com/buzz/infosys-backed-ideaforge-bags-2-mn-after-clinching-indian-army-drone-order/,WRV Capital;IndusAge Partners
PolicyBazaar,$45.00,03/03/2021,Mumbai,Fintech,,https://inc42.com/buzz/policybazaar-raises-45-mn-from-secondary-sale-of-shares/,
Cashify,$15.00,04/03/2021,India,E-commerce,,https://inc42.com/buzz/cashify-raises-15-mn-from-olympus-capital-asias-sustainability-platform/,
Euler Motors,$4.00,04/03/2021,New Delhi,Logistics,Series A,https://inc42.com/buzz/euler-motors-bags-4-mn-funding-from-inventus-jetty-to-bring-ev-to-market/,Inventus India;Jetty Ventures;Growth Story’s Srinivas Anumolu;K Ganesh;Udaan’s Sujeet Kumar
Zomato,$389.00,27/02/2021,India,Foodtech,Series A,https://entrackr.com/2021/02/funding-in-indian-startups-this-week-22-feb-27-feb/,Kora Management;Tiger Global;Singapore-based Patamar Capital;Lightspeed Venture Partners;London-based Balderton Capital;Fidelity Management
Raena,$9.00,26/02/2021,India,General,Series A,https://yourstory.com/2021/02/funding-alert-raena-series-a-alpha-wave-incubation-alpha-jwc-ventures,Alpha Wave Incubation;Alpha JWC Ventures
ImaginXP,$1.50,01/03/2021,Gurugram,Edtech,,https://yourstory.com/2021/03/funding-alert-gurugram-based-virohaan-receives-grants,Venture Catalysts
Outplay,$2.00,03/03/2021,India,General,,https://yourstory.com/2021/03/funding-alert-sales-engagement-platform-outplay-sequoia-surge,
Yugabyte,$48.00,03/03/2021,India,General,,https://yourstory.com/2021/03/yugabyte-raises-48-million-funding-lightspeed-venture-partners,Lightspeed Venture Partners
Symbo,$9.40,04/03/2021,India,Fintech,,https://yourstory.com/2021/03/insurtech-startup-symbo-platform-million,CEFIF;Think Investments;Integra Partners;Insignia Ventures;AJ Capital
Neobank Rewire,$20.00,04/03/2021,India,Fintech,Series B,https://yourstory.com/2021/03/funding-alert-neobank-expats-rewire-global-financial-services,Viola Fintech;BNP Paribas through their venture capital fund Opera Tech Ventures;Moneta Capital
Cashify,$15.00,03/03/2021,New Delhi,SaaS,,https://yourstory.com/2021/03/funding-used-smartphone-ecommerce-startup-cashify-15m-olympus-capital,
Questt,$1.15,04/03/2021,India,Edtech,Seed,https://yourstory.com/2021/03/funding-alert-questt-raises-rs-96-crore-seed-funding-chiratae-ventures-aet-fund-others,Chiratae Ventures;AET Fund;Tomorrow Capital
Clairco,$0.50,02/03/2021,Bengaluru,SaaS,,https://yourstory.com/2021/03/funding-alert-cleantech-startup-clairco-anicut-angel-fund,Anicut Angel Fund;Sanjiv Bajaj
Northern Arc,$50.00,02/03/2021,Chennai,General,Debt,https://yourstory.com/2021/03/funding-alert-northern-arc-debt-financing-us-international-development-finance-corporation,
Apna.co,$12.50,01/03/2021,India,General,,https://yourstory.com/2021/03/funding-alert-apnaco-raises-additional-125-m-investment-existing-investors-startup,Sequoia India;Greenoaks
DealShare,$2.99,04/03/2021,Jaipur,E-commerce,Series C,https://yourstory.com/2021/03/funding-alert-dealshare-raises-rs-25-cr-debt-funding-innoven-capital,
All-Star Games,$1.50,03/03/2021,Bengaluru,Gaming,Pre-Series A,https://yourstory.com/2021/03/funding-alert-lumikai-play-ventures-pre-series-funding-gaming-startups-15-million,Lumikai
AMPM,$0.19,02/03/2021,Gurugram,General,,https://yourstory.com/2021/03/funding-convenience-store-retail-chain-ampm-agility-venture-partners,
Apna,$12.50,02/03/2021,India,Consumer Services,,https://inc42.com/buzz/blue-collar-recruitment-startup-apna-bags-12-5-mn-from-sequoia-greenoaks/,Sequoia Capital India;Greenoaks Capital;Lightspeed India;Rocketship.vc
Primaseller,,03/03/2021,Bengaluru,Logistics,Acquisition,https://inc42.com/buzz/logistics-unicorn-delhivery-acquires-retail-tech-primaseller/,
Junglee Rummy,$66.20,03/03/2021,India,Gaming,Acquisition,https://inc42.com/buzz/pokerstars-owner-flutter-grabs-majority-stake-in-junglee-rummy/,Flutter Entertainment
