Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
AudioCompass,$0.4,18/02/2014,Mumbai,Travel,Seed,http://yourstory.com:80/2014/02/audiocompass-raises-400k-seed-funding/,Blume Ventures;Urrshila Kerkar
