Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
CoreStack,$8.50,18/03/2020,Chennai,Edtech,Series A,https://inc42.com/buzz/corestack-bags-8-5-mn-series-a-to-expand-cloud-governance-business/,Naya Ventures
Craftsvilla,$3.52,20/03/2020,Mumbai,E-commerce,Series C,https://inc42.com/buzz/craftsvilla-gets-inr-29-4-cr-infusion-from-singapore-parent-entity/,Lightspeed Venture Partners;Nexus Venture Partners;Global Founders Capital;Apoletto;Sequoia India
Peel-Works,$3.79,20/03/2020,Mumbai,SaaS,Series C,https://inc42.com/buzz/peel-works-bags-inr-31-67-cr-in-series-c-d-to-digitise-grocery-stores/,
Curefit,$110.00,21/03/2020,India,General,,https://inc42.com/buzz/curefit-bags-110-mn-from-temasek-accel-partners-and-others/,Singapore-based investment firm Temasek
Exchange CoinDCX,$3.00,24/03/2020,Mumbai,Fintech,Series A,https://inc42.com/buzz/crypto-exchange-coindcx-raises-3-mn-funding-for-growth/,Polychain Capital among others;Polychain Capital;Bain Capital Ventures;HDR Group
Cure.fit,$99.64,20/03/2020,Bengaluru,General,Series D,https://entrackr.com/2020/03/exclusive-cure-fit-raises-rs-832-cr-round-led-by-temasek/,Temasek;Temasek after its reported talks;GableHorn have placed their bets on the Bengaluru based company this time around
CoinDCX,$3.00,24/03/2020,India,Web3 & Crypto,Series A,https://yourstory.com/2020/03/funding-alert-coindcx-raises-3m-series-a-bain-polychain-capital-1,Polychain Capital;Bain Capital Ventures
ImStrong,$0.36,22/03/2020,India,General,Seed,https://yourstory.com/2020/03/funding-online-fitness-startup-zerodha-imstrong-rainmatter,Zerodha's Rainmatter;TaxiForSure Co-founder Raghunandan G
Univariety,$1.10,20/03/2020,Hyderabad,Edtech,Series B,https://yourstory.com/2020/03/startup-funding-univariety-secures-11m-info-edge,
Agnikul,$2.80,18/03/2020,Chennai,Spacetech,Pre-Series A,https://yourstory.com/2020/03/funding-alert-spacetech-startup-agnikul-pi-ventures-artha-invest-speciale-invest,Hari Kumar
StanPlus,$1.50,19/03/2020,Hyderabad,Healthtech,Pre-Series A,https://inc42.com/buzz/emergency-healthcare-services-startup-stanplus-bags-1-5-mn-to-expand-operations/,Pegasus FinInvest;Hyderabad Angels
Vivriti Capital,$50.00,19/03/2020,Chennai,Fintech,Series B,https://inc42.com/buzz/vivriti-capital-bags-50-mn-from-lgt-lightstone-to-facilitate-startup-investments/,LGT Lightstone Aspada
POKKT,,21/03/2020,India,Deeptech & AI,Acquisition,https://inc42.com/buzz/pokkt-acquired-by-singapore-based-anymind-group-in-expansion-bid/,AnyMind Group
Univariety,$1.10,21/03/2020,Hyderabad,Edtech,,https://inc42.com/buzz/univariety-gets-fresh-funding-from-info-edge-to-scale-up-higher-education-services/,Info Edge
MobiKwik,$2.67,21/03/2020,Gurugram,Fintech,,https://inc42.com/buzz/mobikwik-is-raising-nearly-30-mn-to-fuel-growth-plans/,MK SPV IX
BigBasket,,24/03/2020,Bengaluru,E-commerce,Acquisition,https://inc42.com/buzz/bigbasket-acquires-dailyninja-to-boost-bbdaily-business/,BigBasket
JioSaavn,$100.00,21/03/2020,Mumbai,Media & Entertainment,,https://inc42.com/buzz/reliance-invests-10-mn-in-jiosaavn-as-it-plans-to-go-public/,Reliance Industries
HealthAssure,,23/03/2020,Mumbai,Healthtech,Acquisition,https://inc42.com/buzz/exclusive-healthassure-acquires-fitmein-in-a-stock-deal/,HealthAssure
DailyNinja,$20.00,24/03/2020,Bengaluru,Logistics,Acquisition,https://entrackr.com/2020/03/bigbasket-acquires-dailyninja-targets-2x-growth-for-bbdaily/,BigBasket
Udaan,$30.00,23/03/2020,Bengaluru,E-commerce,,https://entrackr.com/2020/03/udaan-receives-30-mn-from-holding-company/,Trustroot Internet Private Limited
Nimesa Technologies,$1.00,18/03/2020,Bengaluru,SaaS,Seed,https://yourstory.com/2020/03/startup-funding-ideaspring-capital-1m-nimesa-cloud,Ideaspring Capital
OYO,$807.00,18/03/2020,Gurugram,Hospitality,Series F,https://yourstory.com/2020/03/oyo-funding-softbank-series-f-raholdings,SoftBank;RA Hospitality Holdings
