Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$25.00,15/05/2021,India,Fintech,Acquisition,https://inc42.com/infocus/funding-galore/funding-galore-from-bharatpe-to-zoomcar-25-mn-raised-by-indian-startups-may-10-15/,Singapore-based Amazon Corporate Holdings
Lenskart,$95.00,17/05/2021,India,General,,https://inc42.com/buzz/lenskart-bags-funding-from-reliance-jio-investor-kkr-tpg-growth-tr-capital-get-partial-exits/,
FirstCry,$13.00,18/05/2021,Pune,E-commerce,,https://inc42.com/buzz/indian-sovereign-fund-niif-to-buy-out-firstcrys-existing-investors-stakes/,
FabAlley Parent,$3.05,19/05/2021,New Delhi,E-commerce,,https://inc42.com/buzz/faballey-parent-high-street-essentials-raises-inr-25-5-cr-to-up-its-d2c-game/,Elevational Capital;India Quotient;Dominor Holding;Elevational Capital (formerly known as SAIF Capital)
Agnikul,$11.00,19/05/2021,Chennai,Spacetech,Series A,https://inc42.com/buzz/spacetech-startup-agnikul-raises-11-mn-to-take-next-step-in-satellite-innovation/,Mayfield India
Pine Labs,$285.00,17/05/2021,India,Fintech,,https://entrackr.com/2021/05/pine-labs-raises-285-mn-in-a-fresh-round-at-over-3-bn-valuation/,Temasek;Lone Pine Capital;Sunley House Capital
DealShare,$48.00,15/05/2021,India,Deeptech & AI,Pre-Series A,https://entrackr.com/2021/05/funding-in-indian-startups-this-week-10-may-15-may/,Elevation Capital;Matrix Partners India;Beyond Next Ventures;Falcon Edge’s Alpha Wave Incubation;WestBridge Capital;Matrix Partners
Virohan,$3.00,17/05/2021,Gurugram,General,Series A,https://yourstory.com/2021/05/health-education-platform-virohan-raises-seriesa-round-rebright-partners,Rebright Partners
ParkSmart,$0.18,17/05/2021,Delhi,General,Seed,https://yourstory.com/2021/05/funding-alert-smart-parking-platform-parksmart-campus-fund,
BankSathi,$2.00,17/05/2021,Delhi,Fintech,Seed,https://yourstory.com/2021/05/funding-alert-fintech-startup-banksathi-seed-round,Dinesh Godara
Fabheads,$0.96,19/05/2021,Chennai,Deeptech & AI,Pre-Series A,https://yourstory.com/2021/05/funding-carbon-fiber-startups-fabheads-raises-preseriesa,Inflection Point Ventures;Keiretsu (Chennai chapter);Vijay Kedia;MD;Kedia Securities
ClassMonitor,$0.42,19/05/2021,Indore,Edtech,Pre-Series A,https://yourstory.com/2021/05/funding-alert-edtech-startup-classmonitor-rs-35-crore-path-india-gulf-ventures,PATH India;Gulf investors;Sarvann
Agnikul Cosmos,$11.00,19/05/2021,Chennai,Spacetech,Series A,https://yourstory.com/2021/05/funding-alert-spacetech-startup-agnikul-cosmos-funding,Mayfield India;BEENEXT;Globevestor;LionRock Capital;Naval Ravikant;Balaji Srinivasan;Nithin Kamath;Abhishek Singhania;Aarthi Ramamurthy;Sriram Krishnan;Anicut Angel Fund;LetsVenture;Speciale Invest;Artha Venture Fund also participated in the round;Anand Mahindra
Moglix,$120.00,17/05/2021,India,Ecommerce,Series E,https://inc42.com/buzz/b2b-marketplace-moglix-enters-unicorn-club-with-120-mn-series-e/,Falcon Edge Capital;Harvard Management Company;Tiger Global;Sequoia Capital India;Venture Highway
Pickright Technologies,$0.20,14/05/2021,India,Fintech,,https://yourstory.com/2021/05/funding-alert-pickright-technologies-jito-angel-network,JITO Angel Network;Mumbai Angels
MedTel Healthcare,$0.50,14/05/2021,Bengaluru,Healthtech,Pre-Series A,https://yourstory.com/2021/05/funding-alert-medtel-healthcare-raises-funding,"undisclosed investors from US, India and Australia"
Ingenium,,14/05/2021,Noida,Edtech,Seed,https://yourstory.com/2021/05/funding-alert-edtech-startup-ingenium-seed-round-lead-angels,Lead Angels Network;IAN;Faad Network;Hem Angels;India Accelerator
SuperOps.ai,$3.00,14/05/2021,India,SaaS,Seed,https://yourstory.com/2021/05/weekly-funding-report-venture-investments-into-startups-remain-subdued,Elevation Capital;Matrix Partners India
Spark Studio,,18/05/2021,Bengaluru,Edtech,Seed,https://yourstory.com/2021/05/funding-extracurricular-learning-platform-spark-studio-better-capital,Better Capital
High Street Essentials,$3.05,19/05/2021,Delhi,Fashion,,https://yourstory.com/2021/05/funding-alert-high-street-essentials-existing-investors,Elevation Capital;India Quotient;Dominor Holding
Vardhman Health Specialties,$35.00,19/05/2021,India,Healthcare,Acquisition,https://yourstory.com/2021/05/aknamed-acquires-vardhman-health-specialties,Aknamed
Upswing Cognitive Hospitality Solutions,$0.15,19/05/2021,Pune,Hospitality,Seed,https://yourstory.com/2021/05/funding-alert-upswing-cognitive-hospitality-fdi-australian-venture-capital,Framed Venture Capital
Megalab,$35.93,14/05/2021,Mumbai,Healthcare,Seed,https://yourstory.com/2021/05/megalab-rs-300-cr-seed-fund-develop-ayurveda-covid-vaccine,IIT Alumni Council Social Fund
