Company,Amount ($M),Date,HQ,Sector,Series,Source
https://navana.ai/,$0.80,15/07/2025,Bengaluru,Voice AI,Pre-Series A,https://entrackr.com/snippets/voice-ai-startup-navanaai-raises-rs-7-cr-in-pre-series-a-round-9500014
https://knotnow.co/,$3.00,16/07/2025,Bengaluru,Quick Commerce - Fashion,Pre-Series A,https://entrackr.com/snippets/quick-fashion-delivery-startup-knot-raises-3-mn-led-by-kae-capital-9500840
https://payphi.com/,$6.00,16/07/2025,Pune,Fintech,Series B,https://entrackr.com/exclusive/exclusive-phi-commerce-tops-up-series-b-with-fresh-funding-9501296
https://www.dial4242.com/,$1.04,15/07/2025,Mumbai,On-Demand Ambulance Service,Pre-Series A,https://entrackr.com/snippets/ambulance-startup-dial4242-raises-rs-9-cr-in-pre-series-a-round-9498560
https://www.truemeds.in/,$20.00,16/07/2025,Mumbai,Healthtech,Series C,https://entrackr.com/exclusive/exclusive-peak-xv-joins-truemeds-series-c-round-with-20-mn-9500136
https://app.zulu.club/,$0.25,16/07/2025,Gurugram,Quick Commerce - Fashion,Pre-Seed,https://entrackr.com/snippets/zulu-club-raises-250k-in-pre-seed-round-from-tdv-partners-9501275
culture-circle,,16/07/2025,Gurugram,Fashion Commerce,Unknown,https://entrackr.com/snippets/oyos-ritesh-agarwal-invests-in-culture-circle-at-over-rs-100-cr-valuation-9503107,
https://www.theweddingcompany.com/,$1.00,15/07/2025,Bengaluru,Wedding Planning,Pre-Seed,https://entrackr.com/snippets/the-wedding-company-raises-1-mn-in-pre-seed-round-9496868
https://lofoods.fit/,$3.50,17/07/2025,Bengaluru,Healthy Food Brand,Series B,https://entrackr.com/snippets/lo-foods-raises-35-mn-in-series-b-round-9504677
https://shop.zuppa.io/,$1.50,16/07/2025,Chennai,Dronetech,,https://entrackr.com/snippets/dronetech-startup-zuppa-raises-15-mn-in-bridge-round-9502008
https://www.burgersinghonline.com/,$5.50,17/07/2025,Gurugram,QSR Brand,,https://entrackr.com/exclusive/exclusive-burger-singh-scoops-up-rs-47-cr-in-fresh-funding-round-9504604
https://www.dcgpac.com/,$1.75,17/07/2025,Gurugram,B2B Packaging,Pre-Series A,https://entrackr.com/snippets/gvfl-leads-rs-15-cr-round-in-b2b-packaging-platform-dcg-tech-9505558
http://www.zeushygia.com/,$2.50,16/07/2025,Hyderabad,Biotech,Series A,https://entrackr.com/snippets/zeus-hygia-raises-25-mn-from-nabventures-9501055
https://www.deepalgorithms.in/,$1.25,16/07/2025,Hyderabad,Cybersecurity,Seed,https://entrackr.com/snippets/cybersecurity-startup-deep-algorithm-raises-rs-108-cr-in-seed-round-9501281
https://qpiai.tech/,$32.00,16/07/2025,Bengaluru,Deeptech,Series A,https://inc42.com/buzz/qpiai-bags-32-mn-to-integrate-ai-quantum-computing-into-enterprise-solutions/
http://www.omspace.in/,$3.00,18/07/2025,Ahmedabad,Spacetech,Pre-Seed,https://entrackr.com/snippets/space-tech-startup-omspace-raises-3-mn-in-pre-seed-round-9510349
https://www.trupeer.ai/,$3.00,15/07/2025,Bengaluru,Video AI,Seed,https://entrackr.com/snippets/trupeer-bags-3-mn-seed-round-led-by-rtp-global-9498489
