Company,Amount ($M),Date,HQ,Sector,Series,Source
https://seekho.in/,$8.00,17/12/2024,Bengaluru,Educational OTT,Series A,https://entrackr.com/news/seekho-app-raises-8-mn-in-series-a-led-by-lightspeed-8448531
https://bizom.com/,$12.00,18/12/2024,Bengaluru,Retail Intelligence Platform,Series B,https://entrackr.com/snippets/pavestone-leads-12-mn-series-b-round-in-bizom-8449556
https://www.zingbus.com/,$9.00,17/12/2024,Gurugram,Intercity bus service,Series A,https://yourstory.com/2024/12/bp-ventures-invests-9m-intercity-ev-electric-bus-startup-zingbus
https://www.resilience360.ai/,$1.00,18/12/2024,Gurugram,Climate Tech,Seed,https://entrackr.com/snippets/climate-tech-startup-resilience-ai-bags-1-mn-in-seed-round-8447216
https://www.hostbooks.com/,$5.00,16/12/2024,Gurugram,"SaaS ",Series B,https://inc42.com/buzz/accounting-startup-hostbooks-bags-5-mn-to-expand-its-ai-product-suite/
https://quanfluence.com/,$2.00,18/12/2024,Bengaluru,Computer Hardware,Seed,https://entrackr.com/snippets/pi-ventures-leads-2-mn-seed-round-in-quanfluence-8449685
https://mbgcard.in/,$0.32,19/12/2024,Pune,SaaS,,https://entrackr.com/snippets/saas-startup-mbg-card-raises-rs-272-cr-led-by-ipv-8496935
https://quidcash.in/,$4.50,19/12/2024,Bengaluru,Fintech,Pre-Series A,https://entrackr.com/snippets/fintech-startup-quid-cash-raises-45-mn-in-pre-series-a-round-8496056
https://www.zunroof.com/,$2.35,19/12/2024,Gurugram,Solar Energy,,https://inc42.com/buzz/zunroof-bags-inr-20-cr-to-offer-rooftop-solar-solutions/
https://www.curie.money/,$1.20,19/12/2024,Bengaluru,Fintech,Seed,https://entrackr.com/snippets/fintech-startup-curie-money-raises-12-mn-in-seed-round-8495734
https://fitsol.green/,$1.00,19/12/2024,Gurugram,Climate Tech,Seed,https://entrackr.com/snippets/climate-tech-startup-fitsol-raises-1-mn-in-seed-round-8504199
crown,,17/12/2024,Mumbai,Healthcare,Unknown,https://entrackr.com/snippets/mars-veterinary-health-invests-in-crown-vet-8446837,
https://fibroheal.com/,$0.74,16/12/2024,Bengaluru,Healthcare,Pre-Series A,https://entrackr.com/snippets/healthtech-startup-fibroheal-woundcare-raises-rs-63-cr-in-pre-series-a-8443450
