Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
BharatMatrimony Group,$8.6,02/08/2006,India,Online Classifieds,Series A,http://www.vccircle.com:80/2006/08/02/canaan-partners-yahoo-invest-86-million-in-bharatmatrimonycom/,Canaan Partners;Yahoo
