Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
CommonFloor,$30,01/09/2014,India,General,Series B,http://yourstory.com:80/2014/09/commonfloor-raises-series-e-funding/,Tiger Global
Delhivery,$35,01/09/2014,India,E-commerce,Series A,http://yourstory.com/2014/09/delhivery-raises-35-million/,Renuka Ramnath-led private equity firm Multiples Alternate Asset Management
Ecom Express,$16.39,01/09/2014,Gurugram,E-commerce,Series C,http://yourstory.com/2014/09/ecom-express-raises-over-rs-100-crcapital/,Renuka Ramnath-led private equity firm Multiples Alternate Asset Management
EdCast,$6,01/09/2014,India,General,Series A,http://yourstory.com:80/2014/09/edcast-raised-series-a-funding/,SoftBank Capital;Menlo Ventures;Novel TMT Ventures;Mitch Kapor;Cervin Ventures;Aarin Capital;NewSchools Venture Fund
Fareye,$24,01/09/2014,Delhi,Logistics,Unknown,http://yourstory.com/2014/09/fareye-funding/,
FreeCharge,$33,01/09/2014,India,General,Series B,http://yourstory.com/2014/09/freecharge-funding-series-b-investment/,
Lybrate,$1.23,01/09/2014,India,General,Unknown,http://yourstory.com/2014/09/lybrate-secures-funding-from-nexus-vp-launches-app/,Vispi Daver;Gokul Rajaram;Facebook
Ziffi,$2.46,01/09/2014,Mumbai,General,Series A,http://yourstory.com/2014/09/mumbai-based-online-booking-platform-ziffi-raises-rs-15-crore-from-orios-venture-partners/,
Newshunt,$16.39,01/09/2014,India,General,Series B,http://yourstory.com/2014/09/newshunt-raises-fund/,
Power2SME,$6.89,01/09/2014,India,General,Series C,http://yourstory.com/2014/09/power2sme-series-c/,
Quikr,$60,01/09/2014,India,General,Unknown,http://yourstory.com:80/2014/09/quikr-raises-funds/,Tiger Global Management;Swedish investment firm Kinnevik
Targetingmantra,$1.1,01/09/2014,India,E-commerce,Unknown,http://yourstory.com/2014/09/targetingmantra-funding/,
Altruist,,01/09/2014,Chandigarh,Telecom,Acquisition,http://yourstory.com:80/2014/09/altruist-group-acquires-iconnectiva/,
Birds Eye Systems,,01/09/2014,Mumbai,Traffic,Undisclosed,http://yourstory.com/2014/09/birds-eye-systems-funding/,Qualcomm Ventures
Haptik,$1,01/09/2014,Mumbai,Customer Support,Seed,http://yourstory.com:80/2014/09/haptik-whatsapp-customer-support-raises-1-million-kalaari-capital/,Kalaari Capital
Zoomin,$8.2,01/09/2014,Mumbai,Ecommerce,Unknown,http://yourstory.com/2014/09/lightbox-invests-inr-50-crore-in-zoomin/,Lightbox Ventures;First Round Capital;Gund Investments
Nearify,,01/09/2014,India,Events,Seed,http://yourstory.com/2014/09/nearify-funding/,Seedfund Advisors;India Quotient;Bedrock Ventures
Shubham Housing Development Finance,$20,01/09/2014,Gurgaon,Housing Finance,Series C,http://yourstory.com:80/2014/09/shubham-housing-finance-funding/,Motilal Oswal Private Equity;Helion Advisors;Elevar Equity;Accion Frontier;Saama Capital
Wingify,,01/09/2014,India,SaaS,Acquisition,http://yourstory.com:80/2014/09/vwo-concept-feedback-acquisition/,
WooMe.mobi,,01/09/2014,India,Mobile,Undisclosed,http://yourstory.com:80/2014/09/woome-mobi-secures-funding/,5ideas Startupfuel
Zomato,,01/09/2014,India,Restaurant Discovery,Acquisition,http://yourstory.com/2014/09/zomato-acquires-gastronauci-2/,
