Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Catapooolt,,08/04/2014,India,Crowdfunding,Seed,http://yourstory.com:80/2014/04/catapooolt-funding/,VentureNursery Angels;Calcutta Angels;ah! Angels
