Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
GrowthPal,$2.60,15/01/2026,India,SaaS,,https://entrackr.com/snippets/growthpal-raises-26-mn-led-by-ideaspring-capital-11000928,Ideaspring Capital
RenewCred,$0.51,15/01/2026,Bengaluru,Deeptech,Seed,https://entrackr.com/snippets/climate-tech-startup-renewcred-raises-425-cr-in-seed-round-11000772,Campus Angels Network;Kairos Early Opportunity Fund;build3 Startup Studio;ACT Capital Foundation
Truva,$9.00,15/01/2026,Mumbai,Proptech,,https://entrackr.com/snippets/proptech-startup-truva-raises-9-mn-co-led-by-stellaris-and-orios-11000314,Stellaris Venture Partners;Orios Venture Partners;Stride Ventures;Mukesh Bansal;Ramakant Sharma
Aule Space,$2.00,15/01/2026,India,Spacetech,Pre-Seed,https://entrackr.com/snippets/deep-tech-startup-aule-space-raises-2-mn-in-pre-seed-round-led-by-pi-ventures-11000099,pi Ventures;Eash Sundaram;Arvind Lakshmikumar
Emversity,$30.00,15/01/2026,India,Edtech,Series A,https://entrackr.com/news/emversity-raises-30-mn-in-series-a-led-by-premji-invest-10999643,Premji Invest;Lightspeed;Z47
Ethereal Exploration Guild,$20.50,16/01/2026,India,Spacetech,Series A,https://entrackr.com/snippets/spacetech-startup-ethereal-exploration-guild-raises-205-mn-in-series-a-round-11003897,TDK Ventures;BIG Capital;Accel;Prosus;YourNest Venture Capital
Gully Labs,$3.00,16/01/2026,India,Fashion,Series A,https://entrackr.com/exclusive/exclusive-sneaker-brand-gully-labs-kicks-off-series-a-round-11003291,Saama Capital;Zeropearl;Teppan
Culture,$0.24,19/01/2026,India,AI,Seed,https://entrackr.com/snippets/social-networking-platform-culture-raises-seed-round-led-by-acuvest-infra-11012225,Acuvest Infra
33&Brew,$2.20,19/01/2026,India,Food & Beverage,Series A,https://entrackr.com/snippets/33brew-raises-rs-20-cr-in-series-a-round-led-by-optimistic-capital-11011940,Optimistic Capital
Namdev Finvest,$37.00,19/01/2026,Jaipur,Fintech,Debt,https://entrackr.com/news/nbfc-namdev-finvest-raises-37-mn-from-fmo-iix-others-11011476,FMO;IIX;Franklin Templeton AIF India;Symbiotics
Salty,$3.60,19/01/2026,India,D2C,,https://entrackr.com/snippets/d2c-accessories-brand-salty-raises-rs-301-cr-led-by-mg-investment-11011455,MG Investment;Anicut Capital;All In Capital;JK Group
AssetPlus,$19.30,19/01/2026,Chennai,Fintech,,https://entrackr.com/news/wealth-tech-startup-assetplus-raises-rs-175-cr-led-by-nexus-venture-partners-11011224,Nexus Venture Partners;Eight Roads Ventures;Rainmatter Fund
RSPL,$3.00,20/01/2026,India,Semiconductors,Seed,https://entrackr.com/snippets/rspl-raises-3-mn-seed-round-led-by-equirus-and-artha-venture-fund-11015933,Equirus Innovatex Fund; Artha Venture Fund; IvyCap Ventures; PointOne Capital; IIMA Ventures
Emergent,$70.00,20/01/2026,India,AI,Series B,https://entrackr.com/news/vibe-coding-startup-emergent-raises-70-mn-led-by-khosla-ventures-and-softbank-11015908,Khosla Ventures; SoftBank Vision Fund 2; Prosus; Lightspeed; Together
Troovy,$5.00,20/01/2026,Gurugram,FMCG,Series A,https://entrackr.com/snippets/snack-brand-troovy-raises-5-mn-in-series-a-led-by-fireside-and-sharrp-ventures-11015748,Fireside Ventures; Sharrp Ventures; Spring Marketing Capital; Veltis Capital
Pinky Promise,$1.00,20/01/2026,India,Healthtech,Pre-Seed,https://entrackr.com/snippets/digital-clinic-pinky-promise-raises-1-mn-led-by-rebalance-angel-community-11015492,Rebalance Angel Community; Subramanian Ramadorai; Ajay Nair; Shreyas Srinivasan
FireAI,$0.80,20/01/2026,India,AI,Seed,https://entrackr.com/snippets/fireai-raises-early-stage-funding-from-ipv-vcats-and-sucseed-indovation-11015328,Inflection Point Ventures; Venture Catalyst; SucSEED Indovation Fund
WanderOn,$6.47,20/01/2026,India,E-Commerce,Series A,https://entrackr.com/snippets/travel-brand-wanderon-bags-rs-54-cr-in-series-a-from-dsg-and-caaf-11014847,DSG Consumer Partners; CAAF
For Real,$0.38,20/01/2026,Delhi,E-Commerce,Pre-Seed,https://entrackr.com/snippets/factory-outlet-marketplace-for-real-raises-pre-seed-round-from-titan-capital-11012694,Titan Capital
Intellend,$1.20,20/01/2026,Mumbai,Fintech,Seed,https://entrackr.com/snippets/intellend-raises-12-mn-in-seed-round-led-by-incubate-fund-asia-11014365,Incubate Fund Asia; M Venture Partners; Atrium Angels
Unbox Robotics,$28.00,20/01/2026,Pune,Robotics,,https://entrackr.com/news/unbox-robotics-raises-28-mn-led-by-icici-venture-11014165,ICICI Venture; RedStartLabs; F Prime; 3one4 Capital; Navam Capital
Whizzo,$15.00,20/01/2026,India,Manufacturing,Series A,https://entrackr.com/news/manufacturing-startup-whizzo-raises-15-mn-in-a-series-a-led-by-fundamentum-11013711,Fundamentum; LB Investment; Lightspeed Venture Partners; BEENEXT
SuperLiving,$2.00,20/01/2026,India,Healthtech,,https://entrackr.com/snippets/health-tech-startup-superliving-raises-2-mn-led-by-kae-capital-11012485,Kae Capital; All In Capital
The Whole Truth,$34.00,20/01/2026,India,FMCG,Series D,https://entrackr.com/exclusive/exclusive-the-whole-truth-to-raise-around-34-mn-at-400-mn-valuation-in-series-d-11013877,Sofina Ventures; Sauce.VC; Frangipani Capital
Grest,$1.92,21/01/2026,Gurugram,E-Commerce,,https://entrackr.com/snippets/full-stack-re-commerce-company-grest-raises-16-cr-led-by-equentis-wealth-11018721,Equentis Wealth; JIIF; The Chennai Angels; India Accelerator; 8i Ventures
Sensesemi,$2.75,21/01/2026,India,Semiconductors,Seed,https://entrackr.com/snippets/semiconductor-startup-sensesemi-raises-rs-25-cr-led-by-piper-serica-11018670,Piper Serica; LetsVenture Angel Fund; Sun Icon Ventures; MyAsiaVC; Whitepine Investments
Aerem Solutions,$15.00,21/01/2026,Mumbai,Cleantech,Pre-Series B,https://entrackr.com/news/solar-platform-aerem-solutions-raises-15-mn-in-pre-series-b-11018368,SMBC Asia Rising Fund; British International Investment; UTEC; Blume Ventures; Avaana Capital
Enerzolve,$5.10,21/01/2026,Bengaluru,Cleantech,Seed,https://entrackr.com/snippets/enerzolve-raises-51-mn-in-seed-round-led-by-jungle-ventures-and-kae-capital-11018091,Jungle Ventures; Kae Capital
Arthum,$1.09,21/01/2026,Gurugram,SaaS,Seed,https://entrackr.com/snippets/arthum-raises-rs-10-cr-in-seed-round-led-by-caret-capital-11018048,Caret Capital; Keynote Financial Services; JS Global
StepOut,$1.50,21/01/2026,Bengaluru,AI,Pre-Series A,https://entrackr.com/snippets/sports-tech-startup-stepout-raises-15-mn-led-by-rainmatter-11017911,Rainmatter; SucSEED Innovation Fund; Misfits Capital
