Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Klip.in,,12/09/2013,Mumbai,E-commerce,Seed,http://yourstory.com:80/2013/09/klip-a-social-ecommerce-site-raises-a-seed-round-from-mumbai-angels-how-have-they-evolved/,Mumbai Angels;Arihant Patni;Jeffrey Keng Yew Lai
