Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
ELMED Life Sciences,$2.70,26/03/2026,Hyderabad,Biotech,Series A,https://entrackr.com/snippets/elmed-life-sciences-raises-27-mn-in-series-a-from-nabventures-11265218,NABVENTURES
Deccan AI,$25.00,26/03/2026,India,AI,Series A,https://entrackr.com/snippets/deccan-ai-raises-25-mn-from-a91-partners-prosus-and-sig-11264952,A91 Partners;Susquehanna International Group;Prosus Ventures
Plum Insurance,$20.50,26/03/2026,India,Insurtech,Series B,https://entrackr.com/news/plum-insurance-raises-205-mn-in-series-b-round-led-by-peak-xv-11264489,Peak XV Partners;Tanglin Venture Partners;GMO VenturePartners
MTandT Rentals,$11.98,27/03/2026,Chennai,Manufacturing,,https://entrackr.com/snippets/mtandt-rentals-raises-rs-100-cr-from-valuequest-scale-fund-ii-11366163,ValueQuest S.C.A.L.E. Fund II
Bellatrix Aerospace,$20.00,27/03/2026,Bengaluru,Spacetech,Series B,https://entrackr.com/exclusive/exclusive-bellatrix-aerospace-to-raise-rs-107-cr-at-27x-valuation-premium-11364863,Cactus Partners;Hero Investment Office;35 North Ventures;Indusbridge Ventures;Monarch Holdings
Uncia,$3.00,27/03/2026,India,Fintech,Seed,https://entrackr.com/snippets/pavestone-leads-3-mn-seed-round-in-lending-solutions-platform-uncia-11364581,Pavestone
Amaha,$5.99,30/03/2026,Bengaluru,Healthtech,Series A,https://entrackr.com/exclusive/exclusive-mental-health-startup-amaha-raises-fresh-capital-at-2x-valuation-premium-11436328,Fireside Ventures;Shreyas Shibulal;Lightbox
Skillsvest,$0.66,30/03/2026,India,Fintech,Pre-Seed,https://entrackr.com/snippets/skillsvest-raises-rs-55-cr-pre-seed-round-led-by-plug-and-play-ventures-11436120,Plug and Play Ventures;Sascha Mornell
Bacancy Systems,$4.79,30/03/2026,India,Electric Mobility,Series A,https://entrackr.com/snippets/bacancy-systems-raises-rs-40-cr-led-by-sabre-partners-and-greenstone-capital-11435409,Sabre Partners;Greenstone Capital
Sign3,$1.50,30/03/2026,Gurugram,Fintech,,https://entrackr.com/snippets/cedar-hill-capital-leads-15-mn-round-in-fraud-intelligence-startup-sign3-11434197,Cedar Hill Capital;Smile Group
Cropcoin,$1.44,30/03/2026,Gurugram,Agritech,Pre-Series A,https://entrackr.com/snippets/unicorn-india-ventures-leads-rs-12-cr-pre-series-a-round-in-agritech-startup-cropcoin-11434107,Unicorn India Ventures;Climate Angels
Epik,$1.00,30/03/2026,Bengaluru,E-Commerce,Pre-Seed,https://entrackr.com/snippets/quick-commerce-startup-epik-raises-1-mn-led-by-info-edge-ventures-11434100,Info Edge Ventures
Gnani.ai,$10.00,30/03/2026,Bengaluru,AI,Series B,https://entrackr.com/exclusive/exclusive-gnaniai-kicks-off-series-b-round-led-by-aavishkaar-capital-11433897,Aavishkaar Capital
OpenFX,$94.00,31/03/2026,India,Fintech,,https://entrackr.com/news/cross-border-payments-infra-startup-openfx-raises-94-mn-from-accel-lightspeed-others-11439901,Accel;Lightspeed Faction;M13;Northzone;Pantera
Bachatt,$12.00,31/03/2026,India,Fintech,Series A,https://entrackr.com/news/wealthtech-startup-bachatt-raises-12-mn-in-series-a-led-by-accel-11438527,Accel;Lightspeed;Info Edge Ventures
Dugar Finance,$5.00,31/03/2026,Chennai,Fintech,Pre-Series A,https://entrackr.com/snippets/hegdinvst-leads-5-mn-pre-series-a-round-in-nbfc-dugar-finance-11438290,HegdInvst
Fanon,$1.00,31/03/2026,India,Media,Pre-Seed,https://entrackr.com/snippets/fanon-raises-pre-seed-round-led-by-kalaari-capital-and-gruhas-11438253,Kalaari Capital;Gruhas
FreshToHome,$7.19,31/03/2026,India,Food & Beverage,Debt,https://entrackr.com/exclusive/exclusive-freshtohome-set-to-bag-another-debt-round-led-by-blacksoil-11437248,BlackSoil;Stride Ventures
