Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
abcoffee,$6.39,25/05/2026,Mumbai,Food & Beverage,Pre-Series B,https://entrackr.com/snippets/abcoffee-raises-rs-61-cr-in-pre-series-b-round-led-by-kliff-ventures-11871812,"Kliff Ventures; Hero Enterprise Partner Ventures; Merisis Venture Fund; Stride Ventures"
Yes Madam,$5.20,25/05/2026,India,Home Services,Series A,https://entrackr.com/news/yes-madam-raises-maiden-rs-50-cr-funding-at-rs-750-cr-valuation-11871481,"Info Edge"
StrainX Bioworks,$13.00,25/05/2026,India,Biotech,,https://entrackr.com/snippets/strainx-bioworks-raises-13-mn-led-by-prime-venture-partners-and-leo-capital-11870790,"Prime Venture Partners; Leo Capital; Good Startup; Sparrow Capital; Sun Icon Ventures"
Yoho,$2.75,26/05/2026,Delhi,Fashion,,https://entrackr.com/snippets/d2c-footwear-brand-yoho-raises-fresh-funds-11875347,"Gulf Islamic Investments; Rajeev Misra; Vijay Shekhar Sharma"
Fairdeal.Market,$15.00,26/05/2026,Gurugram,E-Commerce,Series A,https://entrackr.com/news/bii-leads-15-mn-series-a-round-in-b2b-quick-commerce-platform-fairdealmarket-11874646,"Bertelsmann India Investments; WaterBridge Ventures; Incubate Asia Fund"
Flexprice,$1.50,26/05/2026,New Delhi,SaaS,Seed,https://entrackr.com/snippets/flexprice-raises-15-mn-seed-round-led-by-shastra-vc-11874628,"Shastra VC; TDV Partners; Anupam Mittal"
Tiea Connectors,$8.00,27/05/2026,Bengaluru,Manufacturing,Series A,https://entrackr.com/snippets/tiea-connectors-raises-rs-77-cr-series-a-led-by-ivycap-ventures-11878893,"IvyCap Ventures; Jamwant Ventures; 8X Ventures"
Eazzy,$0.44,28/05/2026,Gurugram,Home Services,Angel,https://entrackr.com/snippets/former-reliance-flipkart-and-cashify-executives-home-services-startup-eazzy-raises-angel-funding-11882872,"Angel investors"
C2i Semiconductors,$16.70,28/05/2026,Bengaluru,Semiconductors,Series A,https://entrackr.com/snippets/c2i-semiconductors-extends-series-a-round-to-167-mn-with-backing-from-tdk-ventures-11882827,"TDK Ventures; Peak XV Partners; Yali Deeptech"
ZeroDrag,$0.78,28/05/2026,Nagpur,Aerospace,Seed,https://entrackr.com/snippets/transition-vc-leads-seed-round-in-zerodrag-11882473,"Transition VC"
