Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Digital Striker,$1.00,05/02/2026,India,Manufacturing,,https://entrackr.com/snippets/optical-fiber-tools-startup-digital-striker-raises-1-mn-from-foxhog-ventures-11079028,Foxhog Ventures
EyeROV,$1.44,05/02/2026,India,Robotics,Pre-Series A,https://entrackr.com/snippets/marine-robotics-startup-eyerov-raises-rs-13-cr-in-pre-series-a-round-11078128,AWE Funds;Unicorn India Ventures
Octobotics,$1.20,05/02/2026,India,Robotics,Seed,https://entrackr.com/snippets/robotics-startup-octobotics-raises-rs-10-cr-in-seed-round-11078030,Navam Capital;BYT Capital
CHINI KUM,$0.12,05/02/2026,India,Food & Beverage,Pre-Seed,https://entrackr.com/snippets/beverage-startup-chini-kum-raises-pre-seed-funding-11077951,Shobhit Gupta;Varun Sachdeva;Eiti Singhal
Good Monk,$3.65,05/02/2026,Bengaluru,FMCG,Pre-Series A,https://entrackr.com/news/preventive-nutrition-startup-good-monk-raises-rs-33-cr-in-pre-series-a-round-11077895,RPSG Capital Ventures;Sharrp Ventures;Hyperscale Ventures
ZILO,$15.30,05/02/2026,Mumbai,E-Commerce,Series A,https://entrackr.com/news/fashion-quick-commerce-startup-zilo-raises-153-mn-in-series-a-round-11077867,Peak XV Partners;InfoEdge Ventures;Chiratae Ventures;Alteria Capital;Stride Ventures
Dr. Doodley,$3.30,05/02/2026,India,Healthtech,Pre-Series A,https://entrackr.com/snippets/pet-healthcare-startup-dr-doodley-raises-33-mn-in-pre-series-a-11077794,V3 Ventures;Campus Fund;Thackersey Family Office
Material Depot,$10.00,05/02/2026,Bengaluru,E-Commerce,,https://entrackr.com/snippets/material-depot-raises-10-mn-led-by-accel-and-stellaris-venture-partners-11077672,Accel;Stellaris Venture Partners;Whiteboard Capital;DeVC;Soma Capital
Fibr AI,$5.70,05/02/2026,India,SaaS,Seed,https://entrackr.com/snippets/martech-startup-fibr-ai-raises-57-mn-in-seed-funding-led-by-accel-11077213,Accel;WillowTree Ventures;MVP Ventures
Jain Cord,$23.95,06/02/2026,Gurugram,Manufacturing,Series A,https://entrackr.com/exclusive/exclusive-fabric-maker-jain-cord-raises-rs-200-cr-in-series-a-from-lohia-family-office-11081024,Lohia Family Office
Satlabs Space Systems,$1.00,09/02/2026,Bengaluru,Spacetech,,https://entrackr.com/snippets/satlabs-space-systems-raises-1-mn-from-finvolve-and-ia-11091011,Finvolve;India Accelerator
Olyv,$23.00,09/02/2026,India,Fintech,Series C,https://entrackr.com/exclusive/exclusive-nandan-nilekanis-fundamentum-leads-olyvs-23-mn-series-c-round-11090810,Fundamentum Partnership Fund;SMBC Asia
Pandorum Technologies,$18.00,09/02/2026,India,Biotech,Series B,https://entrackr.com/news/biotech-startup-pandorum-technologies-raises-18-mn-in-series-b-round-11089746,Protons Corporate;Galentic Pharma;Ashish Kacholia;Noblevast Advisory;Avinya Fund
WellWith,$0.15,09/02/2026,Noida,FMCG,Seed,https://entrackr.com/snippets/wellness-startup-wellwith-raises-seed-round-led-by-beyondseed-11089734,BeyondSeed;Winner Ventures
Elevate Now,$2.16,09/02/2026,Bengaluru,Healthtech,Seed,https://entrackr.com/snippets/elevate-now-raises-rs-18-cr-in-seed-round-led-by-physis-capital-11089490,Physis Capital;Inflection Point Ventures;Titan Capital
Preventify,$0.24,09/02/2026,India,Healthtech,Pre-Seed,https://entrackr.com/snippets/healthcare-startup-preventify-raises-rs-2-cr-in-pre-seed-round-led-by-pedalstart-11089416,PedalStart;Viren Shetty
Aramya,$9.00,09/02/2026,India,D2C,Series A,https://entrackr.com/exclusive/exclusive-d2c-brand-aramya-parent-raises-rs-80-cr-led-by-z47-and-accel-11089406,Z47;Accel India
PadCare Labs,$3.00,10/02/2026,Bengaluru,Cleantech,Pre-Series A,https://entrackr.com/snippets/clean-tech-startup-padcare-labs-raises-3-mn-led-by-rainmatter-11094050,Rainmatter;3one4 Capital;Brigade REAP;PKRBCV Shroff Trust;Lavni Ventures
Slurrp Farm,$3.30,10/02/2026,Gurugram,Food & Beverage,Series C,https://entrackr.com/exclusive/exclusive-anushka-sharma-backed-slurrp-farm-raises-fresh-funds-at-90-mn-valuation-11093285,Scarlet Ventures
Panda's Box,$0.14,10/02/2026,India,Edtech,,https://entrackr.com/snippets/early-learning-startup-pandas-box-raises-rs-12-cr-from-shark-tank-india-11092671,Aman Gupta;Namita Thapar
CURAPOD,$2.20,10/02/2026,India,Healthtech,Pre-Series A,https://entrackr.com/snippets/healthtech-startup-curapod-raises-rs-20-cr-in-pre-series-a-round-11092535,V3 Ventures;3i Partners;Ideaspring Capital
Benny's Bowl,$1.40,10/02/2026,India,D2C,Pre-Series A,https://entrackr.com/snippets/bennys-bowl-raises-14-mn-in-pre-series-a-led-by-atomic-capital-11092346,Atomic Capital
Truth & Hair,$0.30,10/02/2026,India,Beauty,,https://entrackr.com/snippets/truth-hair-raises-rs-25-cr-from-varun-alagh-on-shark-tank-india-11092262,Varun Alagh
Supertails,$30.00,10/02/2026,India,D2C,,https://entrackr.com/news/petcare-startup-supertails-raises-30-mn-led-by-venturi-partners-11092201,Venturi Partners;Nippon India Alternative Investments;Titan Capital Winners Fund;Fireside Ventures;RPSG Capital Ventures
BotGauge AI,$2.00,10/02/2026,India,SaaS,,https://entrackr.com/snippets/ai-software-testing-startup-botgauge-ai-raises-2-mn-led-by-surface-ventures-11092144,Surface Ventures;IA Seed Ventures;Saka Ventures
Ethera,$2.75,10/02/2026,Bengaluru,Fashion,,https://entrackr.com/snippets/lab-grown-diamond-jewellery-startup-ethera-raises-rs-25-cr-from-bluestone-11092137,BlueStone
PensionBox,$2.00,11/02/2026,Bengaluru,Fintech,,https://entrackr.com/news/zerodha-backed-rainmatter-acquires-majority-stake-in-pensionbox-11097118,Rainmatter Investments
IDfy,$25.00,11/02/2026,India,SaaS,Series F,https://entrackr.com/exclusive/exclusive-idfy-set-to-raise-25-mn-led-by-neo-asset-management-11097193,Neo Asset Management;Blume Ventures;Emerald Lush;Elev8;IndiaMart
SteamPRO,$0.46,11/02/2026,India,D2C,Seed,https://entrackr.com/snippets/bath-tech-startup-steampro-raises-seed-round-11096483,Anicut Capital;Zeropearl VC;D2C Insider Super Angels;Atrium Ventures
Nester,$2.28,11/02/2026,India,D2C,Pre-Series A,https://entrackr.com/snippets/nester-secures-pre-series-a-round-from-fireside-ventures-and-otp-ventures-11096339,Fireside Ventures;OTP Ventures;Sadev Ventures;Titan Capital
BigHaat,$10.00,11/02/2026,India,Agritech,,https://entrackr.com/news/bighaat-raises-10-mn-led-by-ocp-groups-arm-bidra-innovation-11096310,Bidra Innovation Ventures;JM Financial;Ashish Kacholia
Care.fi,$8.00,11/02/2026,Gurugram,Fintech,Series A,https://entrackr.com/snippets/carefi-raises-8-mn-in-series-a-round-led-by-july-ventures-11096132,July Ventures;Peak XV Partners;Accion Venture Lab;Sadev Ventures;Trifecta
EtherealX,$20.50,11/02/2026,Bengaluru,Spacetech,Series A,https://entrackr.com/decoding/spacetech-startup-etherealxs-valuation-jumps-6x-in-series-a-11095657,BIG Capital;TDK Ventures;Accel;Prosus;YourNest Venture Capital
ThirdAI,$3.00,11/02/2026,India,Deeptech,Seed,https://entrackr.com/snippets/thirdai-raises-3-mn-led-by-endiya-partners-and-capria-ventures-11095630,Endiya Partners;Capria Ventures
Showroom B2B,$17.00,11/02/2026,India,Fashion,Series A,https://entrackr.com/news/showroom-b2b-raises-rs-150-cr-in-series-a-round-led-by-cactus-partners-11095517,Cactus Partners;Zephyr Peacock;Jungle Ventures;Accion Venture Lab;NBD Ventures
