Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
iXiGO.com,$18.5,10/08/2011,New Delhi,Travel,Series B,http://yourstory.com:80/2011/08/ixigocom-receives-investment-from-saif-partners-a-makemytrip/,SAIF Partners;MakeMyTrip
