Company,Amount ($M),Date,HQ,Sector,Series,Source
https://store.embercookware.com/,$3.20,11/09/2025,Bengaluru,Cookware Brand,Seed,https://entrackr.com/snippets/cookware-brand-ember-raises-32-mn-chef-saransh-goila-joins-as-partner-10235912
https://indrajaal.in/,$5.50,08/09/2025,Hyderabad,Defense Tech - Drone,Pre-Series  A,https://inc42.com/buzz/exclusive-indrajaal-raises-inr-48-cr-to-scale-anti-drone-capabilities/
https://www.wehouse.in/,$2.80,11/09/2025,Hyderabad,Proptech,Series A,https://inc42.com/buzz/exclusive-wehouse-nets-inr-25-cr-to-streamline-home-construction/
https://www.presolv360.com/,$4.70,10/09/2025,Mumbai,Online Dispute Resolution Platform,,https://entrackr.com/snippets/presolv360-raises-47-mn-led-by-elevation-capital-10067726
traqcheck,,09/09/2025,Delhi,Enterprise AI Solutions for HR Teams,Unknown,https://entrackr.com/snippets/traqcheck-raises-bridge-round-at-17-mn-valuation-10065607,
https://endureair.tech/,$2.85,10/09/2025,Noida,Drone,,https://entrackr.com/snippets/endureair-raises-285-mn-led-by-ian-alpha-fund-10068245
https://trufrost.com/,$7.00,08/09/2025,Gurugram,Manufacturing,,https://entrackr.com/snippets/trufrost-butler-raises-7-mn-from-carpediem-capital-10059879
https://www.ziffichess.com/,$5.00,08/09/2025,Gurugram,Mobile Gaming - Chess,Series A,https://entrackr.com/exclusive/exclusive-ziffi-chess-raises-over-5-mn-led-by-tanglin-ventures-10059353
BacAlt Biosciences,$2.00,11/09/2025,Bengaluru,Biotech,Pre-Seed,https://entrackr.com/snippets/bacalt-biosciences-raises-2-mn-in-pre-seed-round-led-by-avaana-capital-10229378
https://prowrrap.com/,$0.45,09/09/2025,Delhi,B2B procurement platform for packaging materials,Seed,https://entrackr.com/snippets/b2b-procurement-startup-prowrrap-raises-rs-4-cr-in-seed-round-10064332
https://www.indigrid.co.in/,$4.00,09/09/2025,Mumbai,Electronics systems design and manufacturing,,https://entrackr.com/snippets/indigrid-raises-4-mn-led-by-cactus-venture-partners-10063654
https://www.criontech.com/,$0.40,11/09/2025,Chennai,AR/VR,,https://entrackr.com/snippets/crion-technologies-raises-rs-35-cr-led-by-sig-tattva-10253147
https://www.eruditus.com/,$150.00,11/09/2025,Mumbai,Edtech,,https://entrackr.com/news/eruditus-secures-150-mn-refinancing-amid-dry-edtech-funding-environment-10440866
https://www.biokraftfoods.com/,$0.23,11/09/2025,Mumbai,Biotech,Pre-Seed,https://entrackr.com/snippets/biokraft-raises-rs-2-cr-in-pre-seed-round-from-gvfl-10243848
https://worldofasaya.com/,$3.00,10/09/2025,Bengaluru,Skincare Brand,Pre-Series A,https://entrackr.com/snippets/asaya-raises-3-mn-in-pre-series-a-round-led-by-rpsg-capital-10068246
https://snapecabs.com/,$2.50,11/09/2025,Kolkata,Electric Mobility,,https://entrackr.com/snippets/snap-e-cabs-raises-25-mn-in-bridge-round-led-by-ipv-10387917
https://www.zunroof.com/,$2.85,12/09/2025,Gurugram,Solar Rooftop,,https://entrackr.com/exclusive/exclusive-zunroof-secures-fresh-funds-from-godrej-10452934
https://www.globalbees.com/,$8.30,12/09/2025,Delhi,E-Commerce,Series C,https://entrackr.com/snippets/firstcry-injects-rs-73-cr-in-globalbees-raises-stake-to-5151-10445814
https://www.wehouse.in/,$2.80,11/09/2025,Hyderabad,Proptech,Series A,https://entrackr.com/snippets/prop-tech-startup-wehouse-raises-rs-25-cr-from-anthill-ventures-and-others-10441100
https://www.farmdidi.com/,$0.79,12/09/2025,Pune,D2C Pickle Brand,Seed,https://entrackr.com/snippets/d2c-pickle-brand-farmdidi-raises-rs-7-cr-led-by-samved-ventures-10445947
https://peakamp.in/,$1.37,12/09/2025,Gurugram,EV Battery,Seed,https://entrackr.com/snippets/peakamp-raises-137-mn-in-seed-round-led-by-caret-capital-10445869
