Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Fourcee Infrastructure Equipment,$10.87,08/03/2010,Mumbai,Logistics,Unknown,https://yourstory.com/2010/03/mayfield-india-fund-and-sidbiventure-infuse-rs-50-crore-in-fourcee-infrastructure-equipment-pvt-ltd,Mayfield India Fund;SIDBI Venture
