Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Karodpati,$2,28/02/2006,India,Online Entertainment,Series A,http://www.vccircle.com:80/2006/02/28/karodpati-gets-2-million-from-draper-fisher-jurvetson-and-dfj-eplanet-ventures/,Draper Fisher Jurvetson;DFJ ePlanet Ventures
