Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
RoshAi,$2.36,08/04/2026,Kochi,Deeptech,,https://entrackr.com/snippets/ian-alpha-fund-leads-rs-22-cr-round-in-deep-tech-startup-roshai-11701674,IAN Group
ClayCo,$3.70,08/04/2026,Mumbai,Beauty,Series A,https://entrackr.com/snippets/skincare-brand-clayco-raises-rs-3459-cr-in-series-a-led-by-twenty-nine-capital-11701187,Twenty-Nine Capital Partners Ventures;ICMG Global Ventures
Tsecond.ai,$21.50,08/04/2026,India,Deeptech,,https://entrackr.com/snippets/defense-tech-firm-tsecondai-raises-215-mn-led-by-msn-holdings-11701077,MSN Holdings
Atlas,$6.00,08/04/2026,India,AI,Seed,https://entrackr.com/snippets/atlas-raises-6-mn-in-seed-round-co-led-by-accel-and-stellaris-11700765,Accel;Stellaris Venture Partners
Angoor AI,$0.24,08/04/2026,India,AI,Pre-Seed,https://entrackr.com/snippets/customer-interaction-platform-angoor-ai-raises-pre-seed-round-led-by-venturizer-11700670,Venturizer;Uday Sodhi;Tarun Billa;Mayank Singh Tomar
KreditBee,$280.00,08/04/2026,India,Fintech,Series E,https://entrackr.com/news/kreditbee-enters-unicorn-club-with-280-mn-series-e-round-11700184,Motilal Oswal Alternates;Hornbill Capital;Dragon Funds;WhiteOak Capital;A.P. Moller Holding
Trev Mobility,$0.44,08/04/2026,Delhi,Electric Mobility,Angel,https://entrackr.com/snippets/ev-mobility-startup-trev-mobility-raises-angel-round-to-expand-across-delhi-ncr-11657382,Not Disclosed
Swageazy,$0.65,09/04/2026,India,SaaS,,https://entrackr.com/snippets/swageazy-raises-rs-54-cr-follow-on-round-led-by-info-edge-ventures-11708256,Info Edge Ventures
DAAKit,$0.14,09/04/2026,India,Logistics,Pre-Seed,https://entrackr.com/snippets/daakit-raises-138k-in-pre-seed-round-led-by-inflection-point-ventures-11704251,Inflection Point Ventures
Astranova Mobility,$6.40,09/04/2026,India,Electric Mobility,Series A,https://entrackr.com/snippets/astranova-mobility-raises-rs-60-cr-in-series-a-led-by-ivycap-ventures-11704150,IvyCap Ventures;Asian Development Bank;Advantedge Founders;Trucks Venture Capital
Nava,$22.00,09/04/2026,India,AI,,https://entrackr.com/news/enterprise-ai-startup-nava-raises-22-mn-led-by-greenoaks-capital-11703910,Greenoaks Capital;RTP Global;Unicorn India Ventures
Pluckk,$10.80,09/04/2026,India,D2C,,https://entrackr.com/news/pluckk-raises-rs-100-cr-from-euro-gulf-investment-11703844,Euro Gulf Investment
BIDSO,$6.78,10/04/2026,India,Manufacturing,Series A,https://entrackr.com/snippets/bidso-raises-rs-63-cr-in-series-a-round-led-by-blume-ventures-11712626,Blume Ventures;Peer Capital;Sadev Capital;Alteria Capital
Smart Garage,$0.29,13/04/2026,India,Mobility,Pre-Series A,https://entrackr.com/snippets/smart-garage-raises-rs-24-cr-in-pre-series-a-round-11720170,Not Disclosed
TraqCheck,$8.00,14/04/2026,India,AI,Series A,https://entrackr.com/snippets/traqcheck-raises-8-mn-series-a-led-by-ivycap-ventures-11723958,IvyCap Ventures;IIFL
