Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Medfin,$77.00,24/12/2020,Bengaluru,Healthtech,Series A,https://inc42.com/buzz/medfin-bags-series-a-from-healthxcapital-blume-to-set-up-high-tech-opds/,Singapore-based healthtech venture capital fund HealthXCapital;Axilor Ventures has
Aye Finance,$10.00,26/12/2020,Gurugram,Fintech,Series E,https://inc42.com/buzz/exclusive-aye-finance-bags-10-mn-in-debt-from-catalyst-trusteeship/,
LetsTransport,$6.59,28/12/2020,Bengaluru,E-commerce,Series A,https://inc42.com/buzz/letstransport-bags-series-b-funding-from-bertelsmann-mitsui-sumitomo/,
Gramophone,$2.99,29/12/2020,Indore,Agritech,Acquisition,https://inc42.com/buzz/gramophone-raises-inr-25-cr-in-round-led-by-siana-capital/,Siana Capital;Info Edge;Asha Impact;Better Capital
Pariksha,$11.98,28/12/2020,Pune,Edtech,Series A,https://entrackr.com/2020/12/exclusive-edtech-startup-pariksha-bags-fresh-capital-at-rs-100-cr-valuation/,Bharat Inclusive Technology Fund;INSEAD Angels in April
Glance,$345.00,26/12/2020,Bengaluru,Fintech,Series A,https://entrackr.com/2020/12/funding-in-indian-startups-this-week-21-26-dec/,Block;Mithril Capital
Zense,$0.54,30/12/2020,Chennai,Agritech,Seed,https://yourstory.com/2020/12/funding-alert-agritech-startup-qzense-raises-rs-45,Venture Catalysts
NCOME,$0.43,29/12/2020,New Delhi,Fintech,Pre-Seed,https://yourstory.com/2020/12/funding-alert-ncome-venture-catalysts-pointone-capital,Venture Catalysts;PointOne Capital
Krayonnz,$0.12,28/12/2020,Bengaluru,Edtech,Pre-Seed,https://yourstory.com/2020/12/funding-alert-edtech-platform-krayonnz-gsf-accelerator,GSF Accelerator;Rebright Partners;Java Capital;Shashank Kumar
Aqgromalin,$0.24,28/12/2020,India,Agritech,Series B,https://yourstory.com/2020/12/funding-alert-agritech-startup-aqgromalin,Quona Capital
ZipLoan,$2.60,28/12/2020,New Delhi,Fintech,Series B,https://inc42.com/buzz/exclusive-sme-lender-ziploan-bags-2-6-mn-from-waterbridge-others/,WaterBridge Ventures;Elevation Capital;Whiteboard Capital;Matrix Partners India
Rupeek,$45.00,30/12/2020,Delhi,Fintech,Series C,https://inc42.com/buzz/rupeek-series-c-yuri-milner-gemini-investments/,Gemini Investments;DST Global;Vostok Emerging Finance;HighSage Ventures;GGV Capital;Bertelsmann India Investments;Sequoia India;Accel Partners
NeoStencil,,30/12/2020,Gurugram,Edtech,Acquisition,https://yourstory.com/2020/12/edtech-unacademy-acquires-test-prep-platform-neostencil,Unacademy
Metvy,,30/12/2020,Delhi,SaaS,Pre-Seed,https://yourstory.com/2020/12/funding-alert-du-students-startup-metvy-raises-pre,HostelFund
boAt,$52.69,25/12/2020,Delhi,D2C,Series B,https://entrackr.com/2020/12/exclusive-boats-valuation-surges-to-rs-2100-cr-in-rs-440-cr-series-b-round/,South Lake Investment Limited
DropKaffe,$1.56,24/12/2020,Bengaluru,Foodtech,,https://entrackr.com/2020/12/rebel-foods-to-increase-its-stake-in-dropkaffe-expands-esop-pool-to-62-mn/,Rebel Foods
