Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Four Interactive (AskLaila.com),$10,27/09/2007,"Bangalore, India",Internet,Series B,http://www.vccircle.com:80/2007/09/27/exclusive-four-interactive-gets-10-million-in-series-b-from-lightspeed-svb-and-matrix/,Lightspeed Venture Partners;Silicon Valley Bank;Matrix Partners India
