Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Bn,$1300.00,18/12/2021,India,Healthtech,Series E,https://inc42.com/infocus/funding-galore/funding-galore-over-1-3-bn-raised-by-indian-startups-this-week-2/,Alkeon Capital;Mubadala Capital
Purplle,$140.00,18/12/2021,Mumbai,E-commerce,Series D,https://inc42.com/buzz/online-beauty-marketplace-purplle-acquires-faces-canada/,
Razorpay,$375.00,20/12/2021,Bengaluru,Fintech,Series F,https://inc42.com/buzz/razorpay-raises-375-mn-at-7-5-bn-valuation-plans-expansion-through-acquisitions/,Lone Pine Capital;Alkeon Capital;TCV;Sequoia Capital India;GIC;Y Combinator;Tiger Global
OfBusiness,$325.00,20/12/2021,Gurugram,E-commerce,,https://inc42.com/buzz/b2b-marketplace-ofbusiness-raises-325-mn-at-5-bn-valuation/,Alpha Wave Ventures II;Tiger Global Management;Softbank Vision Fund 2;Softbank Vision Fund 2 at a valuation of nearly $5 Bn
Adloid,$4.00,20/12/2021,India,General,Pre-Series A,https://inc42.com/buzz/adloid-raises-4-mn-for-its-metaverse-and-ar-builder-platform/,EaseMyTrip cofounder Prashant Pitti;Seeders;100x Entrepreneur
Jumbotail,$85.00,21/12/2021,India,E-commerce,Series C,https://inc42.com/buzz/b2b-food-and-grocery-marketplace-jumbotail-raises-85-mn-in-series-c-funding/,Artal Asia
Unbox,$7.00,22/12/2021,India,E-commerce,Series A,https://inc42.com/buzz/unbox-bags-7-mn-to-build-compact-ecommerce-robotics-solutions/,3one4 Capital;Sixth Sense Ventures;Redstart labs
Quess's Monster.com,$18.10,22/12/2021,Bengaluru,General,Acquisition,https://inc42.com/buzz/quesss-monster-com-raises-18-1-mn-funding-at-100-mn-valuation/,Akash Bhanshali (Volrado Venture Partners);Mohandas Pai (Meridian Investments);Quess– Monster’s parent company
HealthQuad,$135.87,22/12/2021,India,Healthtech,,https://inc42.com/buzz/healthquad-raises-inr-1134-5-cr-healthtech-focused-venture-fund/,
Jupitice,$4.00,23/12/2021,India,Deeptech & AI,Pre-Series A,https://inc42.com/buzz/jupitice-raises-4-mn-to-develop-blockchain-backed-legaltech-product/,Almas Capital
Dhurina,$1.20,23/12/2021,Chandigarh,Edtech,,https://entrackr.com/2021/12/edtech-startup-dhurina-raises-1-2-mn/,RVCF;RBD Publication;India Accelerator;Precision Startup Advisory;Pai Ventures
Veefin,$3.00,23/12/2021,Mumbai,Fintech,Series A,https://entrackr.com/2021/12/veefin-raises-3-mn-in-a-series-a-round/,
Unbox Robotics,$7.00,22/12/2021,Pune,E-commerce,Series A,https://entrackr.com/2021/12/unbox-robotics-raises-7-mn-in-series-a/,3one4 Capital followed by Sixth Sense Ventures;Redstart Labs;Shahid Memon
Adloid,$4.00,21/12/2021,Gurugram,General,Pre-Series A,https://entrackr.com/2021/12/adloid-raises-4-mn-in-pre-series-a/,Chiratae Ventures (Formerly IDG Ventures);Lenskart Vision Fund;Lenskart
Zepto,$100.00,20/12/2021,Mumbai,General,Series C,https://entrackr.com/2021/12/zepto-raises-100-mn-in-series-c-at-570-mn-valuation/,YC Continuity;Glade Brook;Nexus;Breyer Capital;Lachy Groom;Global Founders Capital;Contrary Capital also participated in the fresh round
Ola,$1390.00,18/12/2021,Bengaluru,Healthtech,Series E,https://entrackr.com/2021/12/funding-and-acquisition-in-indian-startups-this-week-13-dec-18-dec/,Alkeon Capital;Moore Strategic Ventures;Temasek Holdings
FRND,$6.50,20/12/2021,Bengaluru,General,Series A,https://yourstory.com/2021/12/bengaluru-dating-app-audio-romance-frnd-series-a-funding-krafton,KRAFTON;Battlegrounds Mobile India (BGMI) creator
Ninety One,$30.00,22/12/2021,Mumbai,Cleantech,Series A,https://yourstory.com/2021/12/funding-alert-ninety-one-cycles-raises-30-million-a91-partners-others,Fireside Ventures;Kunal Bahl's Titan Capital also participated in the round;Avaana Capital;Kunal Bahl's Titan Capital
RIPPLR,$12.00,23/12/2021,India,Logistics,Series A,https://yourstory.com/2021/12/funding-digital-distribution-platform-ripplr-pre-seriesb,Japanese conglomerate
