Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Policybazaar,$307.66,30/10/2021,India,Fintech,,https://inc42.com/buzz/policybazaar-raises-inr-2569-cr-from-anchor-investors-ahead-of-ipo/,
Multiplier,$13.20,01/11/2021,India,General,Series A,https://inc42.com/buzz/multiplier-raises-13-2-mn-to-help-companies-employ-global-talent/,Sequoia Capital
Agara,$4.30,02/11/2021,India,Deeptech & AI,Pre-Series A,https://inc42.com/buzz/nasdaq-listed-coinbase-marks-first-acquisition-in-india-with-agara/,Japan-based early-stage deeptech investor UTEC
Paytm,$1100.00,03/11/2021,India,Fintech,,https://inc42.com/buzz/fintech-giant-paytm-raises-1-1-bn-in-indias-largest-anchor-round/,
Meesho,$5.50,29/10/2021,India,E-commerce,Series F,https://inc42.com/buzz/meesho-announces-5-5-mn-esop-buyback-after-2x-growth-in-valuation/,
Hosteller,$1.00,01/11/2021,New Delhi,General,Pre-Series A,https://entrackr.com/2021/11/the-hosteller-bags-1-mn-in-pre-series-a-round/,FAO Ventures;CA Holding LLP
GoMechanic,$42.00,01/11/2021,Gurugram,General,,https://entrackr.com/2021/11/decoding-gomechanics-current-shareholding-valuation-and-esop-plan/,Tiger in June
Acko,$1185.00,30/10/2021,India,Agritech,Series D,https://entrackr.com/2021/10/funding-acquisitions-in-indian-startups-this-week-25-oct-30-oct/,General Atlantic;Multiples Private Equity;Iconiq Growth;Belgium based investment firm Sofina;Lightrock India;Tiger Global Manageme;CPPIB;Lightspeed Growth;Intact Ventures;Munich Re Ventures
Purplle,$75.00,29/10/2021,Mumbai,General,Series D,https://entrackr.com/2021/10/purplle-raises-75-mn-in-a-new-round-led-by-kedaara-capital/,Kedaara Capital;PE firm Kedaara Capital
Dogsee Chew,$7.00,03/11/2021,Bengaluru,General,Pre-Series A,https://yourstory.com/2021/11/sixth-sense-ventures-invests-7m-pet-food-startup-brand-dogsee-chew,
Zepto,$60.00,31/10/2021,Mumbai,D2C,,https://yourstory.com/2021/10/mumbai-grocery-10-delivery-startup-zepto-raises-early-stage-round-10-minute,
VilCart,$1.80,02/11/2021,India,Logistics,Series B,https://yourstory.com/2021/11/funding-alert-rural-tech-startup-vilcart-nabventures-fund,
Kiko Live,$1.00,01/11/2021,India,General,Pre-Series A,https://yourstory.com/2021/11/ys-exclusive-kiko-live-pre-series-a-round-video-shopping-platform,SOSV;GSF Accelerator;Venture Catalysts;India’s leading angel network;Dinesh Agarwal;CEO of
SatSure,$50.00,02/11/2021,Bengaluru,Deeptech & AI,Series B,https://yourstory.com/2021/11/funding-spacetech-startup-satsure-baring-private-equity,Baring PE India;Baring Private Equity India
Neo-bank Fi,$50.00,01/11/2021,India,General,Series A,https://yourstory.com/2021/11/funding-neo-bank-fi-startup-secures-50-million,
Vanity Wagon,$0.66,29/10/2021,India,General,Pre-Series A,https://yourstory.com/2021/10/clean-beauty-marketplace-vanity-wagon-raises-pre-seriesa-funding,Inflection Point Ventures;Dhianu Das);Venture Catalysts
Scripbox,$10.50,29/10/2021,Bengaluru,Fintech,Series D,https://inc42.com/buzz/exclusive-scripbox-raises-10-5-mn-as-part-of-series-d-round/,Accel Partners;NLI Investment Fund;KPB Family Trust
Zepto,$60.00,01/11/2021,Mumbai,Consumer Services,,https://inc42.com/startups/zepto-looks-to-take-on-indias-online-grocery-giants-with-60-mn-funding/,Glade Brook Capital;Nexus;Y Combinator
TTSF Cloud One,$5.30,02/11/2021,Hyderabad,Foodtech,Seed,https://inc42.com/buzz/exclusive-ttsf-cloud-one-raises-5-3-mn-to-build-indias-fb-thrasio/,Brand Capital
Swiflearn,,03/11/2021,Gurugram,Edtech,Acquisition,https://inc42.com/buzz/edtech-unicorn-unacademy-acquires-online-tuition-platform-swiflearn/,Unacademy
Fi,$50.00,29/10/2021,Bengaluru,Fintech,Series B,https://entrackr.com/2021/10/exclusive-b-capital-leads-50-mn-round-in-neobank-fi/,B Capital;Ocean View Capital;Alpha Wave;Qcm Holdings
Nirvana Digital,,03/11/2021,Mumbai,Digital Media,Acquisition,https://yourstory.com/2021/11/create-music-group-acquires-nirvana-digital,Create Music Group
Cleartrip,,29/10/2021,India,Travel,Acquisition,https://yourstory.com/2021/10/adani-group-minority-stake-flipkart-owned-cleartip,Adani Group
Yellow Chimes,,03/11/2021,Bengaluru,D2C,Acquisition,https://yourstory.com/2021/11/globalbees-acquires-d2c-brands-fashion-jewellery-yellow-chimes-home-care-segment-absorbia,GlobalBees
Swiflearn,,02/11/2021,India,Edtech,Acquisition,https://yourstory.com/2021/11/unacademy-acquires-edtech-startup-swiflearn,Unacademy
Agara Labs,,02/11/2021,Bengaluru,AI,Acquisition,https://yourstory.com/2021/11/coinbase-acquires-conversational-ai-startup-agara,Coinbase
Ruptok Fintech,$1.92,02/11/2021,India,Fintech,Pre-Series A,https://yourstory.com/2021/11/funding-alert-goldtech-startup-ruptok-fintech-pre-series-a-round,Manuvel Malabar Jewellers;Nivedan Sahay;Neeraj Aggarwala
TurboHire,,01/11/2021,Hyderabad,B2B SaaS,Undisclosed,https://yourstory.com/2021/11/b2b-saas-startup-turbohire-raises-undisclosed-round,Francisco Arcilla;Samir Khosla;Sanjay Balram;Monish Darda
Wallmantra,,30/10/2021,India,D2C,Undisclosed,https://yourstory.com/2021/10/funding-alert-d2c-startup-wallmantra-capital-velocity,Velocity
