Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
WayCool,$5.50,10/06/2020,Chennai,Agritech,Debt,https://inc42.com/buzz/waycool-secures-debt-to-meet-demand-from-kiranas-delivery-startups/,
MyGlamm,$3.95,15/06/2020,Mumbai,E-commerce,Series B,https://inc42.com/buzz/myglamm-bags-inr-33-cr-from-existing-investors-via-rights-issue/,Tano India;L’Occitane;Bessemer among others
Jai Kisan,$3.90,16/06/2020,Mumbai,Fintech,Pre-Series A,https://inc42.com/buzz/jai-kisan-raises-3-9-mn-in-pre-series-a-funding-led-by-arkam-ventures/,Arkam Ventures;Arkam Ventures (previously known as Unitary Helion);NABVENTURES Fund I;Rajiv Sahney (New Vernon Capital);Sanjay Mariwala (Omniactive);NABARD;Blume;Prophetic Ventures;Better Capital also participated in the round;Better Capital
BEENEXT,$110.00,16/06/2020,India,Fintech,,https://inc42.com/buzz/beenext-closes-emerging-asia-fund-at-110-mn-commits-half-towards-indian-startups/,
Postman,$187.00,13/06/2020,Gurugram,SaaS,Series A,https://entrackr.com/2020/06/funding-in-indian-startups-this-week-08-june-13-june/,Insight Partners;Nexus Venture Partners;JSW Ventures;Sequoia Capital accelerator Surge;India Quotient;Chiratae Ventures;Kalaari Capital
Postman,$150.00,11/06/2020,Bengaluru,SaaS,Series B,https://entrackr.com/2020/06/saas-firm-postman-raises-150-mn-2bn-valuation/,Insight Partners;Abhinav Asthana;Postman allows companies to create APIs directly in its ecosystem
LetsTransport,$1.20,15/06/2020,Bengaluru,E-commerce,Venture Debt,https://yourstory.com/2020/06/funding-bengaluru-logistics-startup-letstransport-stride-ventures,
Edvizo,$1.20,15/06/2020,Bengaluru,Edtech,Seed,https://yourstory.com/2020/06/edtech-startup-edvizo-raises-seed-round,
WayCool Foods,$5.50,10/06/2020,Chennai,Agritech,Series C,https://yourstory.com/2020/06/funding-alert-agritech-startup-waycool-foods-indusind-bank,Lightbox;FMO — the Dutch entrepreneurial development bank
Ula,$10.50,10/06/2020,India,E-commerce,Seed,https://yourstory.com/2020/06/startup-funding-marketplace-app-ula-10-5-million-sequoia-india-lightspeed-udaan,Sequoia Capital;Lightspeed India;Sequoia India;SMDV;Quona Capital;Alter Global;Saison Capital
Melorra,$1.12,10/06/2020,Bengaluru,E-commerce,Debt,https://inc42.com/buzz/melorra-to-raise-inr-9-3-cr-from-lightbox-beeline-impex-others/,Lightbox Ventures;Beeline Impex;Chowdry Associates
Toppr,$1.80,11/06/2020,Mumbai,Edtech,Series A,https://inc42.com/buzz/edtech-startup-toppr-raises-inr-14-9-cr-funding-from-kaizen/,Kaizen Private Equity
Jio Platforms,$249.80,14/06/2020,Mumbai,Telecom,Series A,https://inc42.com/buzz/jio-platforms-is-raising-250-mn-from-consumer-focussed-pe-firm-l-catterton/,L Catterton
Innoviti,$5.38,12/06/2020,Bengaluru,Fintech,Series C,https://inc42.com/buzz/pos-startup-innoviti-chases-profitability-after-raising-series-c/,FMO;Bessemer Venture Partners
Epigamia,$4.79,12/06/2020,Mumbai,E-commerce,Series C,https://inc42.com/buzz/exclusive-epigamia-raising-inr-40-3-cr-from-danone-manifesto-others/,Danone Manifesto Ventures;Mousse Partners;Palladian Advisory Services
ACL Mobile,$70.00,15/06/2020,Delhi,SaaS,Acquisition,https://inc42.com/buzz/swedish-firm-sinch-to-acquire-india-acl-mobile-in-70-mn-deal/,Sinch
Indian School Finance Company,$3.88,11/06/2020,Hyderabad,Fintech,Series A,https://inc42.com/buzz/exclusive-indian-school-finance-company-raising-inr-40-cr-from-gray-matters/,Gray Matters Capital
Qbera,,16/06/2020,Bengaluru,Fintech,Acquisition,https://entrackr.com/2020/06/incred-acquires-personal-loan-marketplace-qbera/,InCred
Groww,$5.98,12/06/2020,Bengaluru,Fintech,Series B,https://entrackr.com/2020/06/groww-receives-rs-50-cr-parent-entity/,Billion Brains Garage Ventures
OkCredit,$9.58,10/06/2020,Bengaluru,Fintech,,https://entrackr.com/2020/06/okcredit-receives-rs-80-cr-parent-entity/,OkTech Inc
SEMSI,,15/06/2020,Mumbai,Edtech,Seed,https://yourstory.com/2020/06/funding-alert-suniel-shetty-backs-sai-branded-edtech-venture-semsi,Suniel Shetty
Adorithm,$1.00,15/06/2020,Gurugram,Deeptech & AI,Acquisition,https://yourstory.com/2020/06/syncmedia-acquires-mediatech-startup-adorithm,SyncMedia
WarmOven,,11/06/2020,Bengaluru,Foodtech,Seed,https://yourstory.com/2020/06/funding-alert-warmoven-raises-undisclosed-investment,Jyoti Bansal
Myelin Foundry,,11/06/2020,Bengaluru,Deeptech & AI,Bridge,https://yourstory.com/2020/06/funding-infosys-kris-gopalakrishnan-invests-ai-myelin-foundry,Kris Gopalakrishnan;Pratithi (Kris Gopalakrishnan family office)
F5,,10/06/2020,Delhi,E-commerce,Seed,https://yourstory.com/2020/06/startup-funding-alert-retail-aggregator-f5-venture-catalysts,Venture Catalysts
Hapramp Studio,$1.00,10/06/2020,Gurugram,Deeptech & AI,Seed,https://yourstory.com/2020/06/anand-mahindra-invests-gurugram-startup-hapramp,Anand Mahindra
Innoviti Payment Solutions,,10/06/2020,Bengaluru,Fintech,Series C,https://yourstory.com/2020/06/funding-alert-innoviti-payment-solutions-fmo-bessemer,FMO;Bessemer Venture Partners
