Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
BlackSoil,$13.17,12/11/2020,Mumbai,General,Debt,https://inc42.com/buzz/blacksoil-raises-inr-110-cr-in-first-close-of-latest-credit-fund/,
Kure,$1.50,12/11/2020,Kolkata,Healthtech,,https://inc42.com/buzz/healthcare-startup-ikure-raises-funding-from-ratan-tata/,
Nepra,$18.00,13/11/2020,Ahmedabad,General,Series C,https://inc42.com/buzz/nepra-raises-18-mn-funding-to-manage-dry-waste-across-india/,
InFeedo,$3.20,13/11/2020,Gurugram,SaaS,Seed,https://inc42.com/buzz/employee-engagement-platform-infeedo-bags-3-2-mn-for-asia-pacific-expansion/,Bling Capital
Urban Ladder,$21.80,15/11/2020,India,E-commerce,Series E,https://inc42.com/buzz/reliance-retail-acquires-majority-stake-in-urban-ladder-for-inr-182-cr/,
Turtlemint,$30.00,17/11/2020,Mumbai,Fintech,Series D,https://inc42.com/buzz/insurtech-startup-turtlemint-bags-30-mn-to-improve-customer-experience/,GGV Capital;American Family Ventures;MassMutual Ventures;SIG;Blume Ventures;Sequoia Capital India;Nexus Venture Partners;Dream Incubator;Trifecta Capital
Instamojo,$5.99,16/11/2020,Bengaluru,Fintech,Series B,https://inc42.com/buzz/instamojo-raises-fresh-funding-from-gunosy-capital/,
True Balance,$28.00,18/11/2020,Gurugram,Fintech,Series C,https://inc42.com/buzz/fintech-startup-true-balance-raises-28-mn-funding-eyes-profitability/,
Instamojo,$6.00,13/11/2020,Bengaluru,E-commerce,Series B,https://entrackr.com/2020/11/instamojo-raises-fresh-capital-from-gunosy-and-base-to-explore-global-markets/,
Arata,$1.00,18/11/2020,Delhi,Healthtech,Pre-Series A,https://yourstory.com/2020/11/funding-personal-care-delhi-brand-arata-raises-pre-seriesa,DSG Consumer Partners
Turtlemint,$30.00,18/11/2020,Mumbai,Deeptech & AI,,https://yourstory.com/2020/11/funding-alert-turtlemint-ggv-capital,GGV Capital;Sequoia Capital
Zeotap,$18.00,17/11/2020,India,General,Series C,https://yourstory.com/2020/11/funding-alert-zeotap-signalfire-customer-integration-platform,
Instamojo,$5.99,17/11/2020,Bengaluru,Fintech,Series B,https://yourstory.com/2020/11/funding-fintech-startup-instamojo-ecommerce-base-gunsoy-capital,
PlayerzPot,$3.00,17/11/2020,Mumbai,Gaming,Series A,https://yourstory.com/2020/11/funding-fantasy-gaming-startup-playerzpot,
Instoried,$1.00,17/11/2020,Bengaluru,SaaS,Pre-Series A,https://yourstory.com/2020/11/funding-alert-instoried-raises-one-million-dollar-pre-seriesa,London-based JPIN;Jain Angel Network;SOSV;Artesian;FAAD Angel Network;Lead Angels
Krimanshi,$0.60,16/11/2020,Jaipur,General,Seed,https://yourstory.com/2020/11/funding-alert-animal-nutrition-startup-krimanshi-rvcf,
MindTickle,$100.00,16/11/2020,Pune,SaaS,Series C,https://yourstory.com/2020/11/funding-alert-mindtickle-100-million-softbank,SoftBank;Norwest Venture Partners
Zomato,$195.00,14/11/2020,India,Foodtech,Acquisition,https://yourstory.com/2020/11/zomato-raises-195m-funding-six-investors,Luxor;Kora;Steadview
Feedo,$3.20,13/11/2020,Bengaluru,SaaS,Pre-Series A,https://yourstory.com/2020/11/funding-saas-startup-infeedo-bling-capital,Bling Capital
Rapawalk,$11.98,12/11/2020,Bengaluru,D2C,Seed,https://yourstory.com/2020/11/funding-alert-footwear-brand-rapawalk-inflection-point-ventures,
Grofers,$55.00,13/11/2020,Gurugram,E-commerce,,https://inc42.com/buzz/grofers-to-raise-over-55-mn-from-investor-softbank/,SoftBank Vision Fund;Tiger Global Management;KTB Ventures
Arzooo,,16/11/2020,Bengaluru,E-commerce,Series A,https://inc42.com/buzz/retail-tech-startup-arzooo-raises-funding-to-ramp-up-go-store/,Eric Yuan;Bill Tai
Animall,$5.90,18/11/2020,India,Agritech,Series A,https://inc42.com/buzz/sequoia-capital-leads-6-mn-funding-round-in-livestock-trading-platform-animall/,Sequoia Capital;Omnivore Partners;LetsVenture Fund
Scapic,,17/11/2020,Bengaluru,Deeptech & AI,Acquisition,https://inc42.com/buzz/flipkart-acquires-augmented-reality-startup-scapic-to-enhance-shopping-experience/,Flipkart
TalentSprint,,17/11/2020,Hyderabad,Edtech,Acquisition,https://inc42.com/buzz/nse-academy-acquires-hyderabad-based-edtech-startup-talentsprint/,NSE Academy
Nepra Resource Management,$18.00,13/11/2020,Ahmedabad,Deeptech & AI,Series C,https://yourstory.com/2020/11/funding-lets-recycles-nepra-aavishkar-circulate-ahmedabad-startup,Aavishkaar Capital;Circulate Capital
Klovechef,$1.00,12/11/2020,Bengaluru,Foodtech,Pre-Series A,https://yourstory.com/2020/11/funding-venture-catalysts-conversational-ai-startup-klovechef,Venture Catalysts;JPIN VCATs;Ravindranath Chenna;SOSV;NB Ventures;Alok Nanavaty;Kanwar Chadha;Rajiv Nayan;Hans Black
LAVAL,,12/11/2020,Bengaluru,E-commerce,Pre-Series A,https://yourstory.com/2020/11/funding-alert-bengaluru-laval-fashion-pre-series-a-d2c-brand,Jazal Group
Alpha Digital Health,,13/11/2020,Bengaluru,Healthtech,Seed,https://entrackr.com/2020/11/exclusive-surge-and-chiratae-lead-seed-round-in-rajat-guptas-stealth-mode-startup/,Sequoia Surge;Chiratae Ventures
