Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Exchange Unocoin,$5.00,08/10/2020,Bengaluru,Fintech,Series A,https://inc42.com/buzz/indian-crypto-exchange-unocoin-raises-funds-from-tesla-backer-draper-associates/,XBTO Ventures;2020 Ventures
Momo Foods,$4.79,12/10/2020,Kolkata,Foodtech,Series B,https://inc42.com/buzz/exclusive-wow-momo-foods-raises-inr-40-cr-debt-from-anicut-capital/,
Fleetx.io,$3.00,14/10/2020,India,SaaS,Pre-Series A,https://inc42.com/buzz/logistics-startup-fleetx-io-raises-3-mn-in-pre-series-b-funding/,Singapore-based venture capital BEENEXT;Prashanth Susarla;Sajid Rahman;Aditya Pratap Singh;India Quotient;Singapore-based BEENEXT
Pepper Content,$4.20,13/10/2020,Mumbai,Deeptech & AI,Series A,https://inc42.com/buzz/pepper-content-bags-4-2-mn-funding-to-expand-services-to-southeast-asia/,Lightspeed India to expand its presence into Southeast Asia;Titan Capital in February 2020
Zomato,$52.00,14/10/2020,Gurugram,Foodtech,,https://entrackr.com/2020/10/exclusive-zomato-bags-52-mn-from-kora-investments/,
TeaMonk,$0.78,13/10/2020,Bengaluru,General,Pre-Series A,https://yourstory.com/2020/10/tea-brand-teamonk-funding-inflection-point-ventures,Inflection Point Ventures;Sixth Sense Ventures;Sarcha Ventures
Anveshan,$0.13,13/10/2020,Bengaluru,Foodtech,Pre-Seed,https://yourstory.com/2020/10/funding-alert-foodtech-startup-d2c-brand-anveshan-titan-capital,Titan Capital
TREAD,$1.10,13/10/2020,Bengaluru,Healthtech,Series A,https://yourstory.com/2020/10/fitness-startup-tread-funding-gaurav-munjal-kunal-shah,
Momo,$5.39,12/10/2020,Mumbai,General,Debt,https://yourstory.com/2020/10/funding-alert-wow-momo-debt-anicut-capital-covid-19,
Miko,$2.75,11/10/2020,Mumbai,General,Series A,https://yourstory.com/2020/10/funding-alert-robotics-startup-miko-raises-rs-23-crore-stride-ventures,Stride Ventures
Treebo Hotels,$6.00,08/10/2020,Bengaluru,SaaS,,https://yourstory.com/2020/10/funding-treebo-hotels-6m-matrix-india-partners-bertelsmann,
PakkaProfile,,08/10/2020,Bengaluru,HRtech,Seed,https://inc42.com/buzz/game-based-hrtech-pakkaprofile-bags-seed-funding-from-java-capital/,Java Capital;LetsVenture;Akshay Kothari
Pesto Tech,,08/10/2020,Delhi,Edtech,Seed,https://inc42.com/startups/pesto-tech-on-unlocking-the-value-of-angels-as-it-raises-from-ryan-hoover-8-other-investors/,Ryan Hoover;Anand Chandrasekaran;Ankur Nagpal;Sahil Lavingia;Hiten Shah;Andreas Klinger;Maran Nelson;Derek Anderson;Cindy Bi
Omnify,,08/10/2020,India,SaaS,Pre-Series A,https://inc42.com/buzz/omnify-raises-pre-series-a-funding-from-investors/,AngelList Syndicate;Sequoia Scout;Ramakant Sharma;Anand Chandrasekharan;Dhruv Vohra;Ashish Tulsian;Adi Chugh
NirogStreet,$2.00,09/10/2020,India,Healthtech,Pre-Series A,https://inc42.com/buzz/ayurveda-tech-startup-nirogstreet-bags-2-mn-led-by-wavemaker-amand-ventures/,Wavemaker Partners;Amand Ventures;Spiral Ventures
CreatorOS,$0.50,10/10/2020,India,SaaS,Seed,https://inc42.com/buzz/influencer-platform-creatoros-bags-500-k-funding-from-angels/,Phanindra Sama;Gaurav Munjal;Kalyan Krishnamurthy;Sujeet Kumar;Vidit Aatrey;Vivekananda Hallekere;Alvin Tse
Razorpay,$100.00,12/10/2020,Bengaluru,Fintech,Series D,https://inc42.com/buzz/razorpay-enters-unicorn-club-with-100-mn-funding-from-gic-existing-investors/,GIC;Sequoia India;Ribbit Capital;Tiger Global;Y Combinator;Matrix Partners
CredR,$1.76,12/10/2020,Mumbai,E-commerce,Series A,https://inc42.com/buzz/exclusive-used-bikes-marketplace-credr-raises-inr-14-7-cr/,Eight Roads Ventures;ON Mauritius
