Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Spector.ai,$6.70,08/01/2026,Bengaluru,AI,,https://entrackr.com/snippets/industrial-ai-startup-spectorai-raises-rs-58-cr-led-by-ivycap-ventures-10981113,IvyCap Ventures
Nitro Commerce,$5.00,08/01/2026,New Delhi,SaaS,Series A,https://entrackr.com/snippets/nitro-commerce-raises-5-mn-in-series-a-led-by-cornerstone-ventures-10981056,Cornerstone Ventures;India Accelerator & Finvolve;Equentis Wealth Advisory Services;Grand Anicut Angel Fund;Razorpay Ventures
MiniPix,$0.29,08/01/2026,Bengaluru,Gaming,Pre-Seed,https://entrackr.com/snippets/microdrama-platform-minipix-raises-rs-24-cr-led-by-pedalstart-10980902,PedalStart;Venture Catalysts;SanRaj Family Ventures
Multibagg AI,$0.18,08/01/2026,India,Fintech,Pre-Seed,https://entrackr.com/snippets/equity-research-startup-multibagg-ai-raises-rs-15-cr-in-pre-seed-round-led-by-ajvc-10980823,AJVC
&Done,$3.00,08/01/2026,Gurugram,Beauty,Series A,https://entrackr.com/snippets/haircare-brand-done-raises-3-mn-in-series-a-led-by-rtp-global-10980040,RTP Global;All In Capital;Suashish;Kitty Agarwal;Kunal Bahl
Aivar,$4.60,08/01/2026,India,AI,Seed,https://entrackr.com/snippets/ai-services-startup-aivar-raises-46-mn-from-sorin-investments-and-bessemer-10980240,Sorin Investments;Bessemer Venture Partners
Edgistify,$1.40,12/01/2026,Mumbai,Logistics,Pre-Series A,https://entrackr.com/snippets/edgistify-raises-14-mn-from-nb-ventures-and-rajesh-ranavat-10992138,NB Ventures;Rajesh Ranavat;Prateek Maheshwari;Vivek Gaur;Vikram Tandon
PumPumPum,$2.16,12/01/2026,Gurugram,Mobility,Pre-Series A,https://entrackr.com/snippets/pumpumpum-raises-rs-18-cr-in-pre-series-a-round-led-by-lc-nueva-10991829,LC Nueva;Mufin Green;Anupam Finserv
Good Farmer Food Concepts,$1.50,12/01/2026,India,Food & Beverage,Pre-Series A,https://entrackr.com/snippets/good-farmer-food-concepts-raises-15-mn-in-pre-series-a-led-by-creedcap-10991509,CreedCap;Rohan Bopanna;Rahul Dravid;Meraki Sport & Entertainment
Bluecopa,$7.50,12/01/2026,Hyderabad,SaaS,Series A,https://entrackr.com/snippets/bluecopa-raises-75-mn-in-series-a-round-led-by-analog-partners-10990859,Analog Partners;Blume Ventures;Dallas Venture Capital
Drickle,$0.72,13/01/2026,Bengaluru,Food & Beverage,Seed,https://entrackr.com/snippets/coffee-first-beverage-brand-drickle-raises-rs-6-cr-in-seed-round-10995189,Not Disclosed
Carrum,,13/01/2026,Gurugram,Mobility,Series A,https://entrackr.com/snippets/cardekho-group-backed-carrum-raises-series-a-funding-from-uber-10995158,Uber
Secret Alchemist,$3.00,13/01/2026,Mumbai,Beauty,,https://entrackr.com/snippets/perfume-brand-secret-alchemist-raises-3-mn-led-by-unilever-ventures-10994870,Unilever Ventures;DSG Consumer Partners
Hexalog,$4.00,13/01/2026,India,Logistics,Seed,https://entrackr.com/snippets/hexalog-bags-4-mn-in-seed-round-led-by-enrission-india-capital-10994708,ENRISSION INDIA CAPITAL;Mount Judi Ventures;Action Tesa Family Office;Nandan Growth Fund
Misochain Technologies,$2.16,13/01/2026,Bengaluru,Aerospace,Seed,https://entrackr.com/snippets/misochain-technologies-raises-rs-18-cr-in-seed-round-led-by-capital-a-10994522,Capital-A
Liquidnitro Games,$19.10,13/01/2026,Hyderabad,Gaming,Series A,https://entrackr.com/news/liquidnitro-games-raises-191-mn-series-a-led-by-northpoint-capital-10994411,Northpoint Capital;Nexus Venture Partners
Atomgrid,$7.00,13/01/2026,Bengaluru,Manufacturing,Pre-Series A,https://entrackr.com/snippets/specialty-chemicals-startup-atomgrid-raises-7-mn-in-pre-series-a-10994068,A99;Sadev Ventures;CDM Capital;Merak Ventures;Trifecta
Dazzl,$3.20,13/01/2026,Bengaluru,Beauty,Seed,https://entrackr.com/snippets/10-min-beauty-service-platform-dazzl-raises-32-mn-led-by-stellaris-10993983,Stellaris Venture Partners;Ritesh Agarwal;Maninder Gulati;Sameer Brij Verma;Abhishek Bansal
Sukino,$31.00,13/01/2026,Bengaluru,Healthtech,Series B,https://entrackr.com/snippets/healthcare-startup-sukino-raises-31-mn-in-series-b-led-by-bessemer-10993518,Bessemer Venture Partners;Rainmatter
GreenTech,$3.59,14/01/2026,India,Deeptech,,https://entrackr.com/snippets/greentech-raises-rs-30-cr-led-by-transition-vc-10997721,Transition VC
HandyPanda,$0.24,14/01/2026,India,SaaS,Pre-Seed,https://entrackr.com/snippets/construction-tech-startup-handypanda-raises-rs-2-cr-led-by-ajvc-10996918,AJVC;Sankalp Kathuria
Wint Wealth,$28.00,14/01/2026,India,Fintech,Series B,https://entrackr.com/news/wint-wealth-raises-rs-250-cr-in-series-b-round-10996768,Vertex Ventures Southeast Asia & India;Eight Roads Ventures;3one4 Capital;Arkam Ventures;Rainmatter
Pee Safe,$32.00,14/01/2026,India,FMCG,Series B,https://entrackr.com/news/pee-safe-raises-32-mn-led-by-orbimed-10996704,OrbiMed
