Company,Amount ($M),Date,HQ,Sector,Series,Source
https://www.arya.ag/,$29.00,04/07/2024,Noida,Agritech,Series D,https://entrackr.com/2024/07/agritech-startup-arya-ag-raises-29-mn-at-valuation-of-325-mn/
,,,,,,
https://www.cautio.in/en,$0.78,01/07/2024,Bengaluru,Video Telematics,Pre-Seed,https://entrackr.com/2024/07/video-telematics-startup-cautio-raises-rs-6-5-cr-in-pre-seed-round/
https://dice.tech/,$5.00,03/07/2024,Pune,Fintech - Expense Management,Series A,https://inc42.com/buzz/dice-bags-5-mn-to-help-enterprises-manage-expenses-with-ai-solutions/
https://home.wify.co.in/,$3.00,01/07/2024,Mumbai,Home Furnishing,Pre-Series A,https://entrackr.com/2024/07/wify-raises-3-mn-in-pre-series-a-round/
https://www.flutrr.com/,$0.24,02/07/2024,Kolkata,Online Dating,,https://inc42.com/buzz/huma-qureshi-backs-vernacular-dating-app-flutrr/
https://www.watchyourhealth.com/,$5.00,02/07/2024,Thane,Healthtech,Series A,https://entrackr.com/2024/07/watch-your-health-raises-5-mn-in-series-a-round/
https://www.matter.in/,$35.00,03/07/2024,Ahmedabad,EV,Series B,https://entrackr.com/2024/07/e-bike-maker-matter-raises-35-mn-in-ongoing-series-b-round/
hoophello,,03/07/2024,Gurugram,E-Commerce - D2C Health and Wellness Brand,Unknown,https://entrackr.com/2024/07/pv-sindhu-invests-in-wellness-brand-hoop/,
https://amocare.com/,$0.40,02/07/2024,Delhi,E-Commerce - D2C Healthcare Brand,Pre-Seed,https://entrackr.com/2024/07/wellness-brand-amocare-raises-400k-in-pre-seed-round/
https://www.bikebazaar.com/,$3.00,02/07/2024,Pune,EV Financing,Debt,https://entrackr.com/2024/07/exclusive-bike-bazaar-raises-debt-from-mas-financial/
supplysix,,02/07/2024,Bengaluru,E-Commerce - D2C Nutrition Brand,Unknown,https://entrackr.com/2024/07/supply6-ropes-in-ab-de-villiers-as-investor-brand-ambassador/,
https://www.wearcomet.com/,$5.00,01/07/2024,Bengaluru,E-Commerce - D2C Sneaker,Series A,https://entrackr.com/2024/07/exclusive-comet-raises-5-mn-in-series-a-round/
https://www.theelefant.com/,$0.75,03/07/2024,Mumbai,Online Toy Library,Seed,https://entrackr.com/2024/07/elefant-raises-750k-in-seed-round/
https://www.awign.com/,$24.50,05/07/2024,Bengaluru,Gig Work,Series C,https://entrackr.com/2024/07/exclusive-awign-raises-24-5-mn-mynavi-now-controls-73-stake/https://entrackr.com/2024/07/exclusive-awign-raises-24-5-mn-mynavi-now-controls-73-stake/
https://www.pepul.com/,$4.00,01/07/2024,Chennai,Social Media,Pre-Series A,https://yourstory.com/2024/06/social-platform-pepul-secures-4-m-pre-seriesa-funding
https://fabriclore.com/,$1.60,02/07/2024,Jaipur,B2B Fabric Sourcing,Seed,https://entrackr.com/2024/07/fabric-supply-chain-startup-fabriclore-raises-1-6-mn/
https://www.oyorooms.com/,$50.00,03/07/2024,Gurugram,Hospitality,,https://entrackr.com/2024/07/oyo-raises-50-mn-from-incred-at-2-38-bn-valuation/
https://www.purplle.com/,$120.00,01/07/2024,Mumbai,E-Commerce - Beauty Retailer,,https://entrackr.com/2024/07/purplle-raises-120-mn-led-by-adia-to-buyback-esops-worth-6-mn/
