Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Simplilearn,$10,20/09/2013,Bangalore,EdTech,Series B,http://yourstory.com:80/2013/09/simplilearn-funding-krishna-kumar/,Helion Venture Partners;Kalaari Capital
