Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Furlenco,$10.00,01/04/2020,Bengaluru,E-commerce,Debt,https://inc42.com/buzz/furlenco-bags-10-mn-from-lightbox-others-to-achieve-profitability/,Aamir Khan;Kris Gopalakrishnan;Gautham Radhakrishnan
JusPay,$21.60,02/04/2020,Bengaluru,Fintech,Series A,https://inc42.com/buzz/juspay-bags-21-6-mn-to-expand-presence-in-india-overseas/,Sweden-based Vostok Emerging Finance (VEF)
Recko,$6.00,02/04/2020,Bengaluru,Fintech,Seed,https://inc42.com/buzz/fintech-startup-recko-raises-6-mn-funding-to-streamline-payments-reconciliation/,Vertex Ventures;Prime Venture Partners
MedGenome,$55.00,01/04/2020,Bengaluru,Healthtech,,https://inc42.com/buzz/medgenome-raises-55-mn-in-fresh-funding-to-expand-in-tier-2-3-markets/,LeapFrog Investments;Sequoia Capital;Sofina
Nykaa,$11.98,01/04/2020,Mumbai,E-commerce,,https://inc42.com/buzz/nykaa-bags-inr-100-cr-from-steadview-capital-with-operations-on-pause/,TPG Growth;TVS Shriram Growth Fund
Fingpay,$3.23,02/04/2020,Mumbai,Fintech,Series A,https://inc42.com/buzz/fintech-startup-fingpay-raises-series-a-funding-from-ivycap-ventures/,
Akna Medical,$7.00,06/04/2020,Bengaluru,Healthtech,,https://inc42.com/buzz/akna-medical-bags-7-mn-from-lgt-lightstone-to-streamline-medical-supply-chain/,LeapFrog Investments;Sequoia Capital;Sofina
Halaplay,$0.35,06/04/2020,Bengaluru,Gaming,Series A,https://inc42.com/buzz/halaplay-raises-funds-from-nazara-others-to-mitigate-ipl-delay-impact/,Nazara Technologies;Delta Cor
Lido Learning,$10.50,07/04/2020,Mumbai,Edtech,Series B,https://inc42.com/buzz/lido-learning-closes-series-b-round-with-funding-from-bace-capital/,BAce Capital;Rocket Internet founder Alex
Aye Finance,$21.56,07/04/2020,Gurugram,Fintech,Debt,https://inc42.com/buzz/aye-finance-bags-inr-180-cr-funding-as-rbi-moratorium-hits-lending-startups/,
DeHaat,$12.00,07/04/2020,India,Agritech,Series A,https://inc42.com/buzz/dehaat-bags-12-mn-from-sequoia-omnivore-others-to-serve-1-mn-farmers/,Dutch development bank FMO
Zomato,$5.00,06/04/2020,Gurugram,E-commerce,Acquisition,https://inc42.com/buzz/zomato-raises-5-mn-from-pacific-horizon-valuation-inches-closer-to-swiggy/,
MedGenome,$122.00,04/04/2020,Bengaluru,Fintech,Series A,https://entrackr.com/2020/04/funding-indian-startups-week-march-april/,LeapFrog Investments;Sweden’s Vostok Emerging Finance (VEF);Matrix Partners;SAIF Partners;AngelList India;Vertex Ventures SEA;Sukhbir Singh;Boudhik Ventures;Shankar Nath;Shaurya Garg;Prime Venture Partners
