Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
BigBasket,$50.00,15/04/2020,Bengaluru,E-commerce,Series F,https://inc42.com/buzz/bigbasket-raises-50-mn-debt-from-alibaba-to-fulfil-increased-demand/,
Setu,$15.00,16/04/2020,Bengaluru,Fintech,Series A,https://inc42.com/buzz/fintech-startup-setu-raises-15-mn-from-falcon-edge-lightspeed-us/,Falcon Edge;Lightspeed India Partners;Bharat Inclusion Seed Fund;Lightspeed India;Bharat Inclusion Seed Fund have
Yellow Messenger,$20.00,16/04/2020,Bengaluru,Deeptech & AI,Series B,https://inc42.com/buzz/yellow-messenger-raises-20-mn-series-b-funding-led-by-lightspeed/,Lightspeed;Lightspeed Venture Partners;Lightspeed India Partners
DailyHunt,$21.56,18/04/2020,Bengaluru,General,Series F,https://inc42.com/buzz/exclusive-dailyhunt-bags-inr-180-cr-funding-from-bytedance-others/,Falcon;Goldman Sachs;Chinese tech giant ByteDance
ITILITE,$11.98,18/04/2020,Bengaluru,SaaS,Series B,https://inc42.com/buzz/exclusive-itilite-bags-inr-100-cr-from-greenoaks-matrix-for-international-expansion/,Greenoaks Capital;VY Capital
NoBroker,$29.00,16/04/2020,India,General,,https://entrackr.com/2020/04/exclusive-nobroker-raises-29-mn-from-general-atlantic/,General Atlantic;Tiger Global in the subscription-based house hunting platform
Setu,$3.50,15/04/2020,Bengaluru,Fintech,Series A,https://entrackr.com/2020/04/exclusive-setu-raises-109-cr-in-series-a-round-led-by-lightspeed/,Lightspeed
Bijak,$11.80,20/04/2020,Gurugram,Agritech,Series A,https://yourstory.com/2020/04/funding-alert-sequoia-backed-b2b-trade-platform-bijak-sequoia,
NoBroker,$30.00,17/04/2020,Bengaluru,General,Series C,https://yourstory.com/2020/04/funding-alert-nobroker-general-atlantic,Tiger Global;Singapore
BLive,$1.00,16/04/2020,Mumbai,EV & Mobility,Pre-Series A,https://yourstory.com/2020/04/funding-alert-ev-tourism-startup-blive-mumbai-angels-network,Shrinivas V Dempo
Kargo,$31.00,16/04/2020,India,Logistics,Series A,https://yourstory.com/2020/04/indonesia-logistics-kargo-series-a-funding-covid-19-coronavirus,Silicon Valley-based Tenaya Capital;Sequoia Capital
Aurigo,,17/04/2020,Bengaluru,SaaS,Undisclosed,https://inc42.com/buzz/autodesk-acquires-minority-stake-in-bootstrapped-based-aurigo/,Autodesk
Orbo.ai,,20/04/2020,Mumbai,Deeptech & AI,Acquisition,https://inc42.com/buzz/orbo-ai-acquires-us-based-gemia-to-enhance-facial-recognition-stack/,Orbo.ai
Nykaa,$3.19,21/04/2020,Mumbai,E-commerce,,https://inc42.com/buzz/exclusive-nykaa-to-raise-additional-funding-from-lexdale-international/,Lexdale International
FarEye,$25.00,15/04/2020,Delhi,Logistics,Series D,https://entrackr.com/2020/04/microsofts-vc-arm-leads-25-mn-series-d-round-in-fareye/,M12;Eight Roads Ventures;Honeywell Ventures;SAIF Partners
The Morning Context,,17/04/2020,Singapore,Deeptech & AI,Seed,https://entrackr.com/2020/04/the-morning-context-raises-seed-fund/,Ajay Nair;Gunavanth Kumar;Jacob Puthenparambil;Joji Philip Thomas;Nav Ratan;Parag Dhol;Rahul Jain;Saurabh Abbi;Sonny Badiga
GetMyUni,,15/04/2020,Bengaluru,Edtech,Acquisition,https://yourstory.com/2020/05/timesinternet-backed-getmyuni-acquires-ieltsmaterial,
Pariksha,,20/04/2020,Pune,Edtech,Pre-Series A,https://yourstory.com/2020/04/funding-insead-angels-iit-kanpur-edtech-startup-pariksha,INSEAD Angels;IIT Kanpur Angels;Nikhil Vora;Swati Mehra;Saahil Bhatia;Sitanshu Shah;Gurinder Ratra;Gautam Khanna;Ameya Chandavarkar;Akshat Birla;Sheetal Birla;Deepa Bhatia;Venture Catalysts
Esperer Onco Nutrition,,16/04/2020,India,Healthtech,Undisclosed,https://yourstory.com/2020/04/funding-alert-esperer-onco-nutrition-zenfold-ventures,Zenfold Ventures
