Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
iYogi,$3.1,25/04/2007,Delhi,Computer Support,Unknown,http://www.vccircle.com:80/2007/04/25/canaan-partners-svb-invest-31-million-in-delhi-computer-support-startup-iyogi/,Canaan Partners;SVB Financial Group
